"institution_display_name","institution_id","institution_ror","institution_country_code"
"City Of Hope National Medical Center","https://openalex.org/I1301076528","https://ror.org/00w6g5w60","US"
"City University of Hong Kong","https://openalex.org/I168719708","https://ror.org/03q8dnn23","CN"
"City University of Hong Kong, Shenzhen Research Institute","https://openalex.org/I4210105229","https://ror.org/00xc0ma20","CN"
"City University of Macau","https://openalex.org/I6469544","https://ror.org/04gpd4q15","CN"
"City University of New York","https://openalex.org/I174216632","https://ror.org/00453a208","US"
"City of Hope","https://openalex.org/I4210110459","https://ror.org/01z1vct10","US"
"City, University of London","https://openalex.org/I180825142","https://ror.org/04489at23","GB"
"Clarion University","https://openalex.org/I114686714","https://ror.org/027n40j28","US"
"Clark Atlanta University","https://openalex.org/I52064589","https://ror.org/0397tsa92","US"
"Clark University","https://openalex.org/I130785548","https://ror.org/04123ky43","US"
"Clemson University","https://openalex.org/I8078737","https://ror.org/037s24f05","US"
"Cleveland Clinic","https://openalex.org/I1316902750","https://ror.org/03xjacd83","US"
"Cleveland Research (United States)","https://openalex.org/I4210116076","https://ror.org/02cp0yq73","US"
"Climate Central","https://openalex.org/I1340121542","https://ror.org/01ge84v72","US"
"Clinica Luganese Moncucco","https://openalex.org/I4210162049","https://ror.org/04z6xe248","CH"
"Clinical Research Organization","https://openalex.org/I4210106532","https://ror.org/01kebx220","BD"
"Clínica Sagrada Esperança","https://openalex.org/I4210157469","https://ror.org/05q1hvw61","AO"
"Coatesville Veterans Affairs Medical Center","https://openalex.org/I4210146476","https://ror.org/04dgj3g22","US"
"Colby College","https://openalex.org/I27504731","https://ror.org/00fvyjk73","US"
"Colciencias","https://openalex.org/I4210150291","https://ror.org/048jthh02","CO"
"Colgate University","https://openalex.org/I39660569","https://ror.org/05d23ve83","US"
"Collaborative Innovation Center of Advanced Microstructures","https://openalex.org/I4210140493","https://ror.org/04ttadj76","CN"
"Collaborative Innovation Center of Chemical Science and Engineering Tianjin","https://openalex.org/I4210151209","https://ror.org/0225a5s12","CN"
"Collaborative Innovation Center of Chemistry for Energy Materials","https://openalex.org/I4210156571","https://ror.org/05fdv7d34","CN"
"College of Business Administration","https://openalex.org/I931278978","https://ror.org/03x1zq178","LV"
"College of Mexico","https://openalex.org/I150673438","https://ror.org/01vp99c97","MX"
"College of New Jersey","https://openalex.org/I64281891","https://ror.org/02nx5r318","US"
"College of the Desert","https://openalex.org/I2803020821","https://ror.org/04dwx7104","US"
"College of the Northern Border","https://openalex.org/I145459687","https://ror.org/04hft8h57","MX"
"Collegio Carlo Alberto","https://openalex.org/I1330701686","https://ror.org/0397knh37","IT"
"Collège de France","https://openalex.org/I187986737","https://ror.org/04ex24z53","FR"
"Colorado Engineering (United States)","https://openalex.org/I4210108953","https://ror.org/01274hc70","US"
"Colorado School of Mines","https://openalex.org/I167576493","https://ror.org/04raf6v53","US"
"Colorado School of Public Health","https://openalex.org/I151808059","https://ror.org/005x9g035","US"
"Colorado State University","https://openalex.org/I92446798","https://ror.org/03k1gpj17","US"
"Columbia University","https://openalex.org/I78577930","https://ror.org/00hj8s172","US"
"Columbia University Irving Medical Center","https://openalex.org/I2799503643","https://ror.org/01esghr10","US"
"Commodity Futures Trading Commission","https://openalex.org/I1290158734","https://ror.org/050m8a892","US"
"Commonwealth Scientific and Industrial Research Organisation","https://openalex.org/I1292875679","https://ror.org/03qn8fb07","AU"
"Community Health Center","https://openalex.org/I4210145805","https://ror.org/05ewbqm54","US"
"Community Link","https://openalex.org/I4210094981","https://ror.org/00mssm162","US"
"Compass (United States)","https://openalex.org/I4210096392","https://ror.org/00sp0zs16","US"
"Computer Network Information Center","https://openalex.org/I4210108629","https://ror.org/01s0wyf50","CN"
"Computing Center","https://openalex.org/I4210143490","https://ror.org/0557kgc34","RU"
"Concordia University","https://openalex.org/I60158472","https://ror.org/0420zvk78","CA"
"Concordia University","https://openalex.org/I4210148195","https://ror.org/04dwckp88","US"
"Congressional Budget Office","https://openalex.org/I1320752870","https://ror.org/03trkbn45","US"
"Connecticut Mental Health Center","https://openalex.org/I4210155461","https://ror.org/0569bbe51","US"
"Consorci Institut D'Investigacions Biomediques August Pi I Sunyer","https://openalex.org/I4210160192","https://ror.org/054vayn55","ES"
"Construction Development (Qatar)","https://openalex.org/I4210090712","https://ror.org/00ackcm59","QA"
"Contra Costa County Library","https://openalex.org/I2801122820","https://ror.org/01c7wjq44","US"
"Copenhagen Business School","https://openalex.org/I180519160","https://ror.org/04sppb023","DK"
"Copenhagen Institute for Futures Studies","https://openalex.org/I2800185424","https://ror.org/034cagk98","DK"
"Copenhagen Municipal Hospital","https://openalex.org/I2802831152","https://ror.org/052rqyz24","DK"
"Copenhagen School of Design and Technology","https://openalex.org/I4210091925","https://ror.org/00j1xwp39","DK"
"Copenhagen University Hospital","https://openalex.org/I2802567020","https://ror.org/05bpbnx46","DK"
"Cornell University","https://openalex.org/I205783295","https://ror.org/05bnh6r87","US"
"Corner House","https://openalex.org/I4210158792","https://ror.org/04sgce546","GB"
"Council of Economic Advisers","https://openalex.org/I114442173","https://ror.org/02s4m5j79","US"
"Council on Alcohol and Drugs (United States)","https://openalex.org/I4210143949","https://ror.org/05f0q4986","US"
"Courtauld Institute of Art","https://openalex.org/I107603542","https://ror.org/052411t69","GB"
"Covance (United States)","https://openalex.org/I60638368","https://ror.org/02hhsqf45","US"
"Coventry (United Kingdom)","https://openalex.org/I4210127762","https://ror.org/030nd5313","GB"
"Creative Commons","https://openalex.org/I4210120668","https://ror.org/02ed4cj64","US"
"Creative Destruction Lab","https://openalex.org/I4210122766","https://ror.org/02p6a3b37","CA"
"Crest Middle School","https://openalex.org/I4210163657","https://ror.org/04cfxct26","US"
"Culture Resource","https://openalex.org/I4210110090","https://ror.org/02pzza935","EG"
"Curry College","https://openalex.org/I47939930","https://ror.org/03cyjvc50","US"
"Curtin University","https://openalex.org/I205640436","https://ror.org/02n415q13","AU"
"Czech Academy of Sciences, Institute of Physiology","https://openalex.org/I4210166371","https://ror.org/05xw0ep96","CZ"
"DEVCOM Army Research Laboratory","https://openalex.org/I166416128","https://ror.org/011hc8f90","US"
"DHC Software (China)","https://openalex.org/I4210093776","https://ror.org/00kn8e190","CN"
"DKFZ-ZMBH Alliance","https://openalex.org/I4210151100","https://ror.org/05x8b4491","DE"
"DNV GL (Norway)","https://openalex.org/I188703460","https://ror.org/04c235406","NO"
"Daiichi Sankyo (Germany)","https://openalex.org/I179904914","https://ror.org/01qhj1g70","DE"
"Daiichi Sankyo (United States)","https://openalex.org/I4210162815","https://ror.org/055werx92","US"
"Dalhousie University","https://openalex.org/I129902397","https://ror.org/01e6qks80","CA"
"Dali University","https://openalex.org/I6593398","https://ror.org/02y7rck89","CN"
"Dalian Institute of Chemical Physics","https://openalex.org/I180585399","https://ror.org/00prkya54","CN"
"Dalian Maritime University","https://openalex.org/I43313876","https://ror.org/002b7nr53","CN"
"Dalian Medical University","https://openalex.org/I191996457","https://ror.org/04c8eg608","CN"
"Dalian Minzu University","https://openalex.org/I61565387","https://ror.org/02hxfx521","CN"
"Dalian National Laboratory for Clean Energy","https://openalex.org/I4210137700","https://ror.org/04b7wbe03","CN"
"Dalian Ocean University","https://openalex.org/I107982497","https://ror.org/0523b6g79","CN"
"Dalian Polytechnic University","https://openalex.org/I88372448","https://ror.org/00c7x4a95","CN"
"Dalian University","https://openalex.org/I4210092944","https://ror.org/00g2ypp58","CN"
"Dalian University of Technology","https://openalex.org/I27357992","https://ror.org/023hj5876","CN"
"Dana (United States)","https://openalex.org/I141461282","https://ror.org/0288c6p43","US"
"Dana-Farber Brigham Cancer Center","https://openalex.org/I4210161994","https://ror.org/05rgrbr06","US"
"Dana-Farber Cancer Institute","https://openalex.org/I4210117453","https://ror.org/02jzgtq86","US"
"Dana-Farber/Harvard Cancer Center","https://openalex.org/I4210134579","https://ror.org/03pvyf116","US"
"Danish Center for Social Science Research","https://openalex.org/I4210146600","https://ror.org/0523ssa79","DK"
"Danish National Centre for Social Research","https://openalex.org/I4210088611","https://ror.org/004anj868","DK"
"Danmarks Nationalbank","https://openalex.org/I88189429","https://ror.org/01hh2jh68","DK"
"Daping Hospital","https://openalex.org/I4210092099","https://ror.org/00fthae95","CN"
"Dartmouth College","https://openalex.org/I107672454","https://ror.org/049s0rh22","US"
"Dartmouth Hospital","https://openalex.org/I4210166639","https://ror.org/02j3qj605","GB"
"Dartmouth–Hitchcock Medical Center","https://openalex.org/I1289422878","https://ror.org/00d1dhh09","US"
"De Nederlandsche Bank","https://openalex.org/I96120398","https://ror.org/02fabx761","NL"
"Deaconess Hospital","https://openalex.org/I4210092960","https://ror.org/00h2bj464","US"
"Deakin University","https://openalex.org/I149704539","https://ror.org/02czsnj07","AU"
"Dean McGee Eye Institute","https://openalex.org/I4210126000","https://ror.org/036kn0x67","US"
"Decision Research","https://openalex.org/I4210121621","https://ror.org/0219m2k96","US"
"Decision Sciences (United States)","https://openalex.org/I4210133369","https://ror.org/03gcvf773","US"
"Deen Dayal Upadhyay Gorakhpur University","https://openalex.org/I886702836","https://ror.org/004wf8x96","IN"
"Deep Ocean Technology (Poland)","https://openalex.org/I4210126444","https://ror.org/02vkr9a39","PL"
"Delft University of Technology","https://openalex.org/I98358874","https://ror.org/02e2c7k09","NL"
"Delhi Development Authority","https://openalex.org/I4210124192","https://ror.org/031eap517","IN"
"Delta Electronics (China)","https://openalex.org/I4210135922","https://ror.org/04s3g5933","CN"
"Denso (United States)","https://openalex.org/I67530263","https://ror.org/02w314k38","US"
"Department for International Development","https://openalex.org/I1334658003","https://ror.org/05rf29967","GB"
"Development Bank of Japan","https://openalex.org/I147943389","https://ror.org/04aetd961","JP"
"Devi Ahilya Vishwavidyalaya","https://openalex.org/I138272832","https://ror.org/05c2p1f98","IN"
"Dezhou University","https://openalex.org/I4210165547","https://ror.org/05mnjs436","CN"
"Dialyse Centrum Groningen","https://openalex.org/I4210109447","https://ror.org/022nxqs47","NL"
"Digital Equipment (Germany)","https://openalex.org/I4210162662","https://ror.org/047vmzn25","DE"
"Discovery Institute","https://openalex.org/I2799424032","https://ror.org/05t8s3y29","US"
"Division of Undergraduate Education","https://openalex.org/I4210128160","https://ror.org/02kd4km72","US"
"Dnipro National University of Railway Transport named after Academician V. Lazaryan","https://openalex.org/I2802037141","https://ror.org/04b5zca04","UA"
"DoCoMo Communications Laboratories Europe GmbH","https://openalex.org/I4210163160","https://ror.org/04qae1p49","DE"
"Dokkyo Medical University","https://openalex.org/I78274823","https://ror.org/05k27ay38","JP"
"Dokkyo University","https://openalex.org/I109009565","https://ror.org/01vj3cz23","JP"
"Dong-Eui University","https://openalex.org/I204974687","https://ror.org/059g69b28","KR"
"Dongguk University Ilsan Hospital","https://openalex.org/I4210106928","https://ror.org/01nwsar36","KR"
"Donghua University","https://openalex.org/I181326427","https://ror.org/035psfh38","CN"
"Dongyang People's Hospital","https://openalex.org/I4210156545","https://ror.org/04fszpp16","CN"
"Dongzhimen Hospital Affiliated to Beijing University of Chinese Medicine","https://openalex.org/I4210121586","https://ror.org/02yacz525","CN"
"Dr. Yashwant Singh Parmar University of Horticulture and Forestry","https://openalex.org/I211055903","https://ror.org/03c33w089","IN"
"Drexel University","https://openalex.org/I72816309","https://ror.org/04bdffz58","US"
"Dublin City Council","https://openalex.org/I2799536595","https://ror.org/04wm2jh50","IE"
"Duke Institute for Health Innovation","https://openalex.org/I4210124077","https://ror.org/031n1rn61","US"
"Duke Medical Center","https://openalex.org/I4210126298","https://ror.org/03njmea73","US"
"Duke University","https://openalex.org/I170897317","https://ror.org/00py81415","US"
"Duke University Health System","https://openalex.org/I4210144876","https://ror.org/03wfqwh68","US"
"Duke University Hospital","https://openalex.org/I4210153043","https://ror.org/04bct7p84","US"
"Dupont Hospital","https://openalex.org/I2801344670","https://ror.org/03753r186","US"
"Durham Technical Community College","https://openalex.org/I2799600842","https://ror.org/03fm7wh60","US"
"Durham University","https://openalex.org/I190082696","https://ror.org/01v29qb04","GB"
"EDHEC Business School","https://openalex.org/I90326151","https://ror.org/05q7a8a02","FR"
"EKOS Corporation","https://openalex.org/I4210113534","https://ror.org/01hpb1x88","US"
"ENT and Allergy","https://openalex.org/I4210104084","https://ror.org/01b658f62","US"
"ERN GUARD-Heart","https://openalex.org/I4210142685","https://ror.org/055s7a943","NL"
"ESI Group (United Kingdom)","https://openalex.org/I4210144636","https://ror.org/04xk1b863","GB"
"ETH Zurich","https://openalex.org/I35440088","https://ror.org/05a28rw58","CH"
"EU Business School","https://openalex.org/I94179979","https://ror.org/04facnr46","CH"
"Ealing Hospital","https://openalex.org/I2799657458","https://ror.org/05a90fj07","GB"
"Earth Island Institute","https://openalex.org/I2802152550","https://ror.org/005y2a635","US"
"Earth Observatory of Singapore","https://openalex.org/I4210108017","https://ror.org/01167a838","SG"
"EarthTech International (United States)","https://openalex.org/I4210108547","https://ror.org/01mjdf856","US"
"East China Jiaotong University","https://openalex.org/I13985625","https://ror.org/05x2f1m38","CN"
"East China Normal University","https://openalex.org/I66867065","https://ror.org/02n96ep67","CN"
"East China University of Science and Technology","https://openalex.org/I143593769","https://ror.org/01vyrm377","CN"
"East Tennessee State University","https://openalex.org/I119443389","https://ror.org/05rfqv493","US"
"East University Of Heilongjiang","https://openalex.org/I4210091298","https://ror.org/00hd4jd19","CN"
"Eastern Hepatobiliary Surgery Hospital","https://openalex.org/I4210137389","https://ror.org/043sbvg03","CN"
"Eastern Kentucky University","https://openalex.org/I110325482","https://ror.org/012xks909","US"
"Eastern Oregon University","https://openalex.org/I207168215","https://ror.org/01s8xxq04","US"
"Eastern Virginia Medical School","https://openalex.org/I156802259","https://ror.org/056hr4255","US"
"East–West Center","https://openalex.org/I4210089307","https://ror.org/008encc97","US"
"Ecolab (United States)","https://openalex.org/I4210110810","https://ror.org/02029yx61","US"
"EconomiX","https://openalex.org/I4210126321","https://ror.org/02j4j8p35","FR"
"Economic Policy Institute","https://openalex.org/I1325290502","https://ror.org/053v8b344","US"
"Economic Research Centre","https://openalex.org/I4210163592","https://ror.org/05jsp9k64","AZ"
"Economic Research Service","https://openalex.org/I1335884394","https://ror.org/05ycxzd89","US"
"Economic and Social Research Institute","https://openalex.org/I132389103","https://ror.org/04q0a4f84","IE"
"Ecosystem (Spain)","https://openalex.org/I4210151670","https://ror.org/05sgwan27","ES"
"Edinburgh Napier University","https://openalex.org/I251738","https://ror.org/03zjvnn91","GB"
"Edison Pharmaceuticals (United States)","https://openalex.org/I4210134296","https://ror.org/048fxk571","US"
"Edmond J. Safra Philanthropic Foundation","https://openalex.org/I4210141427","https://ror.org/032j40h62","CH"
"Edo University Iyamho","https://openalex.org/I4210149225","https://ror.org/049ajby27","NG"
"Educational Testing Service","https://openalex.org/I1341030882","https://ror.org/03b5q4637","US"
"Ehime University","https://openalex.org/I43545212","https://ror.org/017hkng22","JP"
"Einaudi Institute for Economics and Finance","https://openalex.org/I154032705","https://ror.org/04e874t64","IT"
"Electric Power Research Institute","https://openalex.org/I1335486098","https://ror.org/02dqztz06","US"
"Eli and Edythe Broad Foundation","https://openalex.org/I4210133231","https://ror.org/03atssj74","US"
"Elon University","https://openalex.org/I170164250","https://ror.org/01szgyb91","US"
"Emory University","https://openalex.org/I150468666","https://ror.org/03czfpz43","US"
"Energy Biosciences Institute","https://openalex.org/I38257878","https://ror.org/04pgv9784","US"
"Energy Institute","https://openalex.org/I1330665745","https://ror.org/03fgcf430","GB"
"Energy to Power Solution (United States)","https://openalex.org/I4210118838","https://ror.org/02da8wy28","US"
"Engie (France)","https://openalex.org/I4210124897","https://ror.org/02ybv7q93","FR"
"Engineering (Italy)","https://openalex.org/I4210127672","https://ror.org/045s9b323","IT"
"English Heritage","https://openalex.org/I1338293689","https://ror.org/015j35893","GB"
"Enhanced Vision (United States)","https://openalex.org/I4210087933","https://ror.org/0052sz171","US"
"Environmental Technologies (United States)","https://openalex.org/I4210161966","https://ror.org/0234wz714","US"
"Environnements et Paléoenvironnements Océaniques et Continentaux","https://openalex.org/I4210099840","https://ror.org/01tsa0x55","FR"
"Epistem (United Kingdom)","https://openalex.org/I4210118714","https://ror.org/02a8kfj58","GB"
"Erasmus MC - Sophia Children’s Hospital","https://openalex.org/I4210142620","https://ror.org/047afsm11","NL"
"Erasmus University Rotterdam","https://openalex.org/I913958620","https://ror.org/057w15z03","NL"
"Ericsson (Sweden)","https://openalex.org/I1306339040","https://ror.org/05a7rhx54","SE"
"Eskişehir Osmangazi University","https://openalex.org/I51209816","https://ror.org/01dzjez04","TR"
"Essen University Hospital","https://openalex.org/I4210119759","https://ror.org/02na8dn90","DE"
"Essex Cardiothoracic Centre","https://openalex.org/I4210113642","https://ror.org/024zgsn52","GB"
"Eternal Hospital","https://openalex.org/I4210116742","https://ror.org/02b8cgg17","IN"
"European Bank for Reconstruction and Development","https://openalex.org/I35841627","https://ror.org/02sstxn62","GB"
"European Corporate Governance Institute","https://openalex.org/I4210136188","https://ror.org/04egehb02","BE"
"European Research Council","https://openalex.org/I2801350356","https://ror.org/0472cxd90","BE"
"European Society of Cardiology","https://openalex.org/I308269434","https://ror.org/02ahe3232","FR"
"European University Institute","https://openalex.org/I874792244","https://ror.org/0031wrj91","IT"
"Ewha Womans University","https://openalex.org/I138925566","https://ror.org/053fp5c05","KR"
"Exosome Diagnostics (United States)","https://openalex.org/I4210086810","https://ror.org/0032wbe47","US"
"Eye & ENT Hospital of Fudan University","https://openalex.org/I4210112065","https://ror.org/02wc1yz29","CN"
"Faculdades Guarulhos","https://openalex.org/I4210124990","https://ror.org/02s6maw65","BR"
"Facultad Latinoamericana de Ciencias Sociales","https://openalex.org/I4210121451","https://ror.org/02rz0r794","EC"
"Faculty of Public Health","https://openalex.org/I4210120717","https://ror.org/01zqv1s26","GB"
"Fafo Foundation","https://openalex.org/I915464482","https://ror.org/00ee9xb13","NO"
"Fairchild Semiconductor (United States)","https://openalex.org/I81844223","https://ror.org/03yca1933","US"
"Fairfield University","https://openalex.org/I126350171","https://ror.org/04z49n283","US"
"Farwaniya Hospital","https://openalex.org/I2802440902","https://ror.org/01akfrh45","KW"
"Fashion Institute of Technology","https://openalex.org/I883357","https://ror.org/03jwrn541","US"
"Federal Institute For Materials Research and Testing","https://openalex.org/I1330165540","https://ror.org/03x516a66","DE"
"Federal Reserve","https://openalex.org/I1317239608","https://ror.org/05fk5tr28","US"
"Federal Reserve Bank of Boston","https://openalex.org/I46510805","https://ror.org/01djrhs97","US"
"Federal Reserve Bank of Chicago","https://openalex.org/I77697173","https://ror.org/03n7scr80","US"
"Federal Reserve Bank of Cleveland","https://openalex.org/I4210109900","https://ror.org/01wxdvj03","US"
"Federal Reserve Bank of Dallas","https://openalex.org/I68415526","https://ror.org/05ks2fq79","US"
"Federal Reserve Bank of Minneapolis","https://openalex.org/I1341575764","https://ror.org/0380n5h16","US"
"Federal Reserve Bank of New York","https://openalex.org/I43638361","https://ror.org/05hwvzg47","US"
"Federal Reserve Bank of Philadelphia","https://openalex.org/I57502794","https://ror.org/02gsb6172","US"
"Federal Reserve Bank of San Francisco","https://openalex.org/I19990318","https://ror.org/05p5xsx92","US"
"Federal Reserve Board of Governors","https://openalex.org/I2802905149","https://ror.org/00v448643","US"
"Federal Trade Commission","https://openalex.org/I75354592","https://ror.org/02jpn1774","US"
"Federal University of Pernambuco","https://openalex.org/I25112270","https://ror.org/047908t24","BR"
"Federal University of Rio de Janeiro","https://openalex.org/I122140584","https://ror.org/03490as77","BR"
"Federal Urdu University","https://openalex.org/I40597779","https://ror.org/02b52th27","PK"
"Feed Research Institute","https://openalex.org/I4210149219","https://ror.org/0490rfk07","CN"
"Fifth Tianjin Central Hospital","https://openalex.org/I4210101913","https://ror.org/01924nm42","CN"
"Financial Research (Hungary)","https://openalex.org/I4210100390","https://ror.org/00jf79q69","HU"
"Financial Services Authority","https://openalex.org/I922225618","https://ror.org/00dtg9r68","GB"
"First Affiliated Hospital Zhejiang University","https://openalex.org/I4210166576","https://ror.org/05m1p5x56","CN"
"First Affiliated Hospital of Chinese PLA General Hospital","https://openalex.org/I4210132375","https://ror.org/039713658","CN"
"First Affiliated Hospital of Chongqing Medical University","https://openalex.org/I4210129459","https://ror.org/033vnzz93","CN"
"First Affiliated Hospital of Fujian Medical University","https://openalex.org/I4210121761","https://ror.org/030e09f60","CN"
"First Affiliated Hospital of Guangzhou Medical University","https://openalex.org/I4210098361","https://ror.org/00z0j0d77","CN"
"First Affiliated Hospital of Guangzhou University of Chinese Medicine","https://openalex.org/I4210105832","https://ror.org/01mxpdw03","CN"
"First Affiliated Hospital of Harbin Medical University","https://openalex.org/I4210156501","https://ror.org/05vy2sc54","CN"
"First Affiliated Hospital of Hebei Medical University","https://openalex.org/I4210157729","https://ror.org/04z3aby64","CN"
"First Affiliated Hospital of Kunming Medical University","https://openalex.org/I4210120169","https://ror.org/02g01ht84","CN"
"First Affiliated Hospital of Liaoning Medical University","https://openalex.org/I4210098305","https://ror.org/00yx0s761","CN"
"First Affiliated Hospital of Shantou University Medical College","https://openalex.org/I4210115239","https://ror.org/02bnz8785","CN"
"First Affiliated Hospital of Soochow University","https://openalex.org/I4210153519","https://ror.org/051jg5p78","CN"
"First Affiliated Hospital of Sun Yat-sen University","https://openalex.org/I4210128921","https://ror.org/037p24858","CN"
"First Affiliated Hospital of Wenzhou Medical University","https://openalex.org/I2801769982","https://ror.org/03cyvdv85","CN"
"First Affiliated Hospital of Xi'an Jiaotong University","https://openalex.org/I4210121771","https://ror.org/02tbvhh96","CN"
"First Affiliated Hospital of Xiamen University","https://openalex.org/I4210087327","https://ror.org/0006swh35","CN"
"First Affiliated Hospital of Xinjiang Medical University","https://openalex.org/I2802734952","https://ror.org/02qx1ae98","CN"
"First Affiliated Hospital of Zhengzhou University","https://openalex.org/I4210156804","https://ror.org/056swr059","CN"
"First Bethune Hospital of Jilin University","https://openalex.org/I4210146008","https://ror.org/051c4bd82","CN"
"First Hospital of China Medical University","https://openalex.org/I4210140515","https://ror.org/04wjghj95","CN"
"First Hospital of Jilin University","https://openalex.org/I4210125137","https://ror.org/034haf133","CN"
"First Hospital of Lanzhou University","https://openalex.org/I4210163492","https://ror.org/05d2xpa49","CN"
"First Hospital of Qinhuangdao","https://openalex.org/I4210164246","https://ror.org/05pmkqv04","CN"
"First Hospital of Xi'an","https://openalex.org/I4210163928","https://ror.org/05hg8d082","CN"
"Fisher College","https://openalex.org/I2799283415","https://ror.org/02a3j1p21","US"
"Fisheries Administration","https://openalex.org/I4210142223","https://ror.org/03nas4306","KH"
"Flame University","https://openalex.org/I2802865875","https://ror.org/0252mqn49","IN"
"Florence (Netherlands)","https://openalex.org/I4210112122","https://ror.org/021qg3d64","NL"
"Florida Atlantic University","https://openalex.org/I63772739","https://ror.org/05p8w6387","US"
"Florida College","https://openalex.org/I94062374","https://ror.org/010bgev76","US"
"Florida Institute for Human and Machine Cognition","https://openalex.org/I1335578998","https://ror.org/02napvw46","US"
"Florida International University","https://openalex.org/I19700959","https://ror.org/02gz6gg07","US"
"Florida Museum of Natural History","https://openalex.org/I1313142568","https://ror.org/02pjdv450","US"
"Florida State University","https://openalex.org/I103163165","https://ror.org/05g3dte14","US"
"Focused Photonics (China)","https://openalex.org/I4210086109","https://ror.org/00j48ny80","CN"
"Folger Shakespeare Library","https://openalex.org/I2801436432","https://ror.org/0242qw425","US"
"Fondation Jean Dausset-CEPH","https://openalex.org/I2802309713","https://ror.org/01rje3r53","FR"
"Fondazione Eni Enrico Mattei","https://openalex.org/I4210128773","https://ror.org/03bvx5w91","IT"
"Fondazione FADOI","https://openalex.org/I4210110231","https://ror.org/01zqwsv76","IT"
"Fontys University of Applied Sciences","https://openalex.org/I21516984","https://ror.org/01jwcme05","NL"
"Food Standards Agency","https://openalex.org/I86891164","https://ror.org/05p20a626","GB"
"Food and Agriculture Organization of the United Nations","https://openalex.org/I1320745970","https://ror.org/00pe0tf51","IT"
"Foothills Medical Centre","https://openalex.org/I2802418778","https://ror.org/020wfrz93","CA"
"Ford Foundation","https://openalex.org/I1330432091","https://ror.org/02fvtx219","US"
"Ford Motor Company (United States)","https://openalex.org/I1292974536","https://ror.org/00g2tkw06","US"
"Fordham University","https://openalex.org/I164389053","https://ror.org/03qnxaf80","US"
"Fore School of Management","https://openalex.org/I27878738","https://ror.org/02m044a46","IN"
"Forschungszentrum Jülich","https://openalex.org/I171892758","https://ror.org/02nv7yv05","DE"
"Fortis Escorts Hospital","https://openalex.org/I4210110697","https://ror.org/01xngwb59","IN"
"Fortius Clinic","https://openalex.org/I4210158009","https://ror.org/05jpvp811","GB"
"Foshan University","https://openalex.org/I14894300","https://ror.org/02xvvvp28","CN"
"Foundation for Biomedical Research","https://openalex.org/I1306263314","https://ror.org/00aeyav11","US"
"Fourth People’s Hospital of Jinan","https://openalex.org/I4210099937","https://ror.org/012xbj452","CN"
"Fox Chase Cancer Center","https://openalex.org/I1289437631","https://ror.org/0567t7073","US"
"Framingham Heart Study","https://openalex.org/I4210123017","https://ror.org/031grv205","US"
"Fraunhofer Institute for Laser Technology","https://openalex.org/I4210132567","https://ror.org/03ebbfh95","DE"
"Fraunhofer Institute for Material and Beam Technology","https://openalex.org/I4210151842","https://ror.org/05h8wjh50","DE"
"Frederick National Laboratory for Cancer Research","https://openalex.org/I4210130649","https://ror.org/03v6m3209","US"
"Frederick S. Pardee RAND Graduate School","https://openalex.org/I156914199","https://ror.org/04dvezj25","US"
"Free Energy (Slovakia)","https://openalex.org/I4210144567","https://ror.org/04mspgk29","SK"
"Freemasons Foundation Centre for Men's Health","https://openalex.org/I4210156754","https://ror.org/043t7b640","AU"
"Freie Universität Berlin","https://openalex.org/I75951250","https://ror.org/046ak2485","DE"
"French National Centre for Scientific Research","https://openalex.org/I1294671590","https://ror.org/02feahw73","FR"
"Frenchay Hospital","https://openalex.org/I2800201669","https://ror.org/03z8x2j90","GB"
"Fu Wai Hospital","https://openalex.org/I4210161896","https://ror.org/0590dnz19","CN"
"Fucape Business School","https://openalex.org/I4210094603","https://ror.org/009afhj46","BR"
"Fudan University","https://openalex.org/I24943067","https://ror.org/013q1eq08","CN"
"Fudan University Shanghai Cancer Center","https://openalex.org/I4210093194","https://ror.org/00my25942","CN"
"Fujian Agriculture and Forestry University","https://openalex.org/I61057504","https://ror.org/04kx2sy84","CN"
"Fujian Inspection and Research Institute for Product Quality","https://openalex.org/I4210165934","https://ror.org/05998tm92","CN"
"Fujian Institute of Microbiology","https://openalex.org/I4210093395","https://ror.org/00f5sa326","CN"
"Fujian Institute of Oceanography","https://openalex.org/I4210162457","https://ror.org/059qzzv16","CN"
"Fujian Institute of Research on the Structure of Matter","https://openalex.org/I4210119098","https://ror.org/02j89k719","CN"
"Fujian Medical University","https://openalex.org/I129708740","https://ror.org/050s6ns64","CN"
"Fujian Normal University","https://openalex.org/I111753288","https://ror.org/020azk594","CN"
"Fujian University of Traditional Chinese Medicine","https://openalex.org/I118783713","https://ror.org/05n0qbd70","CN"
"Fujitsu (China)","https://openalex.org/I4210159607","https://ror.org/04w4yzw62","CN"
"Fujitsu (Japan)","https://openalex.org/I2252096349","https://ror.org/038e2g226","JP"
"Fund for Scientific Research","https://openalex.org/I17653759","https://ror.org/03q83t159","BE"
"Fundacion Venezolana de Investigaciones Sismologicas","https://openalex.org/I4210139735","https://ror.org/04en6sc21","VE"
"Fundació Universitat-Empresa de les Illes Balears","https://openalex.org/I4210151758","https://ror.org/04r79j859","ES"
"Fundación Instituto de Inmunología de Colombia","https://openalex.org/I4210108383","https://ror.org/01j543957","CO"
"Fundación de Estudios de Economía Aplicada","https://openalex.org/I4210108375","https://ror.org/01hpbhh43","ES"
"Fundação Faculdade de Odontologia","https://openalex.org/I4210094746","https://ror.org/00w4knw64","BR"
