"DOI","Total.Citations","Average.per.Year","Author.Order","Author.Name","Title","h-index"
"10.1257/app.20130533",112,"22.4","2"," Duflo, Esther","The Miracle of Microfinance? Evidence from a Randomized Evaluation",37
"10.1257/app.20130533",112,"22.4","3"," Glennerster, Rachel","The Miracle of Microfinance? Evidence from a Randomized Evaluation",12
"10.1257/app.20130533",112,"22.4","4"," Kinnan, Cynthia","The Miracle of Microfinance? Evidence from a Randomized Evaluation",2
"10.1257/app.20130535",47,"9.4","1","Crepon, Bruno","Estimating the Impact of Microcredit on Those Who Take It Up: Evidence from a Randomized Experiment in Morocco",7
"10.1257/app.20130535",47,"9.4","2"," Devoto, Florencia","Estimating the Impact of Microcredit on Those Who Take It Up: Evidence from a Randomized Experiment in Morocco",5
"10.1257/app.20130535",47,"9.4","3"," Duflo, Esther","Estimating the Impact of Microcredit on Those Who Take It Up: Evidence from a Randomized Experiment in Morocco",37
"10.1257/app.20130535",47,"9.4","4"," Pariente, William","Estimating the Impact of Microcredit on Those Who Take It Up: Evidence from a Randomized Experiment in Morocco",4
"10.1257/app.20130537",44,"8.8","1","Angelucci, Manuela","Microcredit Impacts: Evidence from a Randomized Microcredit Program Placement Experiment by Compartamos Banco",9
"10.1257/app.20130537",44,"8.8","2"," Karlan, Dean","Microcredit Impacts: Evidence from a Randomized Microcredit Program Placement Experiment by Compartamos Banco",25
"10.1257/app.20130537",44,"8.8","3"," Zinman, Jonathan","Microcredit Impacts: Evidence from a Randomized Microcredit Program Placement Experiment by Compartamos Banco",18
"10.1257/app.20140010",6,"1.2","1","Ambler, Kate","Channeling Remittances to Education: A Field Experiment among Migrants from El Salvador",1
"10.1257/app.20140010",6,"1.2","2"," Aycinena, Diego","Channeling Remittances to Education: A Field Experiment among Migrants from El Salvador",2
"10.1257/app.20140010",6,"1.2","3"," Yang, Dean","Channeling Remittances to Education: A Field Experiment among Migrants from El Salvador",15
"10.1257/app.20140022",4,"0.8","1","Breda, Thomas","Professors in Core Science Fields Are Not Always Biased against Women: Evidence from France",3
"10.1257/app.20140022",4,"0.8","2"," Ly, Son Thierry","Professors in Core Science Fields Are Not Always Biased against Women: Evidence from France",2
"10.1257/app.20140030",5,"1","1","Hill, Andrew J.","The Girl Next Door: The Effect of Opposite Gender Friends on High School Achievement",3
"10.1257/app.20140039",12,"2.4","1","Mastrobuoni, Giovanni","Legal Status and the Criminal Activity of Immigrants",7
"10.1257/app.20140039",12,"2.4","2"," Pinotti, Paolo","Legal Status and the Criminal Activity of Immigrants",7
"10.1257/app.20140044",3,"0.6","1","Jackson, C. Kirabo","Checklists and Worker Behavior: A Field Experiment",10
"10.1257/app.20140044",3,"0.6","2"," Schneider, Henry S.","Checklists and Worker Behavior: A Field Experiment",4
"10.1257/app.20140062",10,"2","1","Bulman, George","The Effect of Access to College Assessments on Enrollment and Attainment",2
"10.1257/app.20140111",13,"2.6","1","Lim, Claire S. H.","The Judge, the Politician, and the Press: Newspaper Coverage and Criminal Sentencing across Electoral Systems",4
"10.1257/app.20140111",13,"2.6","2"," Snyder, James M., Jr.","The Judge, the Politician, and the Press: Newspaper Coverage and Criminal Sentencing across Electoral Systems",18
"10.1257/app.20140111",13,"2.6","3"," Stromberg, David","The Judge, the Politician, and the Press: Newspaper Coverage and Criminal Sentencing across Electoral Systems",7
"10.1257/app.20140162",2,"0.4","1","Buser, Thomas","The Effect of Income on Religiousness",6
"10.1257/app.20140184",16,"3.2","1","Walters, Christopher R.","Inputs in the Production of Early Childhood Human Capital: Evidence from Head Start",8
"10.1257/app.20140185",9,"1.8","1","Behaghel, Luc","Unintended Effects of Anonymous Resumes",6
"10.1257/app.20140185",9,"1.8","2"," Crepon, Bruno","Unintended Effects of Anonymous Resumes",7
"10.1257/app.20140185",9,"1.8","3"," Le Barbanchon, Thomas","Unintended Effects of Anonymous Resumes",4
"10.1257/app.20140201",11,"2.2","1","Jensenius, Francesca Refsum","Development from Representation? A Study of Quotas for the Scheduled Castes in India",2
"10.1257/app.20140287",93,"18.6","1","Banerjee, Abhijit","Six Randomized Evaluations of Microcredit: Introduction and Further Steps",30
"10.1257/app.20140287",93,"18.6","2","Karlan, Dean","Six Randomized Evaluations of Microcredit: Introduction and Further Steps",25
"10.1257/app.20140287",93,"18.6","3","Zinman, Jonathan","Six Randomized Evaluations of Microcredit: Introduction and Further Steps",18
"10.1257/app.20140350",13,"2.6","1","Lu, Yi","Trade Liberalization and Markup Dispersion: Evidence from China's WTO Accession",9
"10.1257/app.20140350",13,"2.6","2"," Yu, Linhui","Trade Liberalization and Markup Dispersion: Evidence from China's WTO Accession",4
"10.1257/app.20140352",2,"0.4","1","Botelho, Fernando","Racial Discrimination in Grading: Evidence from Brazil",2
"10.1257/app.20140352",2,"0.4","1","Botelho, Fernando","Racial Discrimination in Grading: Evidence from Brazil",2
"10.1257/app.20140352",2,"0.4","1","Botelho, Fernando","Racial Discrimination in Grading: Evidence from Brazil",2
"10.1257/app.20140352",2,"0.4","1","Botelho, Fernando","Racial Discrimination in Grading: Evidence from Brazil",2
"10.1257/app.20140352",2,"0.4","2"," Madeira, Ricardo A.","Racial Discrimination in Grading: Evidence from Brazil",1
"10.1257/app.20140352",2,"0.4","2"," Madeira, Ricardo A.","Racial Discrimination in Grading: Evidence from Brazil",1
"10.1257/app.20140352",2,"0.4","2"," Madeira, Ricardo A.","Racial Discrimination in Grading: Evidence from Brazil",1
"10.1257/app.20140352",2,"0.4","2"," Madeira, Ricardo A.","Racial Discrimination in Grading: Evidence from Brazil",1
"10.1257/app.20140352",2,"0.4","3"," Rangel, Marcos A.","Racial Discrimination in Grading: Evidence from Brazil",3
"10.1257/app.20140352",2,"0.4","3"," Rangel, Marcos A.","Racial Discrimination in Grading: Evidence from Brazil",3
"10.1257/app.20140352",2,"0.4","3"," Rangel, Marcos A.","Racial Discrimination in Grading: Evidence from Brazil",3
"10.1257/app.20140352",2,"0.4","3"," Rangel, Marcos A.","Racial Discrimination in Grading: Evidence from Brazil",3
"10.1257/app.20150042",4,"1","1","DellaVigna, Stefano","Market-Based Lobbying: Evidence from Advertising Spending in Italy",15
"10.1257/app.20150042",4,"1","2"," Durante, Ruben","Market-Based Lobbying: Evidence from Advertising Spending in Italy",4
"10.1257/app.20150042",4,"1","3"," Knight, Brian","Market-Based Lobbying: Evidence from Advertising Spending in Italy",11
"10.1257/app.20150042",4,"1","4"," La Ferrara, Eliana","Market-Based Lobbying: Evidence from Advertising Spending in Italy",8
"10.1257/app.20150059",3,"1","1","Haggag, Kareem","Learning by Driving: Productivity Improvements by New York City Taxi Drivers",2
"10.1257/app.20150059",3,"1","2"," McManus, Brian","Learning by Driving: Productivity Improvements by New York City Taxi Drivers",7
"10.1257/app.20150059",3,"1","3"," Paci, Giovanni","Learning by Driving: Productivity Improvements by New York City Taxi Drivers",2
"10.1257/app.20150076",27,"6.75","1","Grembi, Veronica","Do Fiscal Rules Matter?",4
"10.1257/app.20150076",27,"6.75","2"," Nannicini, Tommaso","Do Fiscal Rules Matter?",13
"10.1257/app.20150076",27,"6.75","3"," Troiano, Ugo","Do Fiscal Rules Matter?",5
"10.1257/app.20150090",2,"0.67","1","Behaghel, Luc","Ready for Boarding? The Effects of a Boarding School for Disadvantaged Students'",6
"10.1257/app.20150090",2,"0.67","2"," de Chaisemartin, Clement","Ready for Boarding? The Effects of a Boarding School for Disadvantaged Students'",1
"10.1257/app.20150090",2,"0.67","3","Gurgand, Marc","Ready for Boarding? The Effects of a Boarding School for Disadvantaged Students'",5
"10.1257/app.20150385",1,"0.33","1","Cristia, Julian","Technology and Child Development: Evidence from the One Laptop per Child Program",4
"10.1257/app.20150385",1,"0.33","2"," Ibarraran, Pablo","Technology and Child Development: Evidence from the One Laptop per Child Program",3
"10.1257/app.20150385",1,"0.33","3"," Cueto, Santiago","Technology and Child Development: Evidence from the One Laptop per Child Program",7
"10.1257/app.20150385",1,"0.33","4"," Santiago, Ana","Technology and Child Development: Evidence from the One Laptop per Child Program",2
"10.1257/app.20150385",1,"0.33","5"," Severin, Eugenio","Technology and Child Development: Evidence from the One Laptop per Child Program",1
"10.1257/app.20150554",4,"1.33","1","Attanasio, Orazio","Vocational Training for Disadvantaged Youth in Colombia: A Long-Term Follow-Up",17
"10.1257/app.20150554",4,"1.33","2"," Guarin, Arlen","Vocational Training for Disadvantaged Youth in Colombia: A Long-Term Follow-Up",1
"10.1257/app.20150554",4,"1.33","3"," Medina, Carlos","Vocational Training for Disadvantaged Youth in Colombia: A Long-Term Follow-Up",2
"10.1257/app.20150554",4,"1.33","4"," Meghir, Costas","Vocational Training for Disadvantaged Youth in Colombia: A Long-Term Follow-Up",18
"10.1257/app.20160089",2,"1","1","Enikolopov, Ruben","Social Media and Corruption",7
"10.1257/app.20160089",2,"1","2"," Petrova, Maria","Social Media and Corruption",6
"10.1257/app.20160089",2,"1","3"," Sonin, Konstantin","Social Media and Corruption",14
"10.1257/app.20160214",1,"0.33","1","Barwick, Panle Jia","Conflicts of Interest and Steering in Residential Brokerage",2
"10.1257/app.20160214",1,"0.33","2"," Pathak, Parag A.","Conflicts of Interest and Steering in Residential Brokerage",17
"10.1257/app.20160214",1,"0.33","3"," Wong, Maisy","Conflicts of Interest and Steering in Residential Brokerage",4
"10.1257/app.3.1.1",62,"8,86","1","Dupas, Pascaline","Do Teenagers Respond to HIV Risk Information? Evidence from a Field Experiment in Kenya",9
"10.1257/app.3.1.101",67,"9,57","1","Lindqvist, Erik","The Labor Market Returns to Cognitive and Noncognitive Ability: Evidence from the Swedish Enlistment",6
"10.1257/app.3.1.101",67,"9,57","2","Vestman, Roine","The Labor Market Returns to Cognitive and Noncognitive Ability: Evidence from the Swedish Enlistment",1
"10.1257/app.3.1.129",17,"2,43","1","Draca, Mirko","Minimum Wages and Firm Profitability",4
"10.1257/app.3.1.129",17,"2,43","2","Machin, Stephen","Minimum Wages and Firm Profitability",11
"10.1257/app.3.1.129",17,"2,43","3","Van Reenen, John","Minimum Wages and Firm Profitability",18
"10.1257/app.3.1.152",40,"5,71","1","Anderson, Michael L.","Are Restaurants Really Supersizing America?",3
"10.1257/app.3.1.152",40,"5,71","2","Matsa, David A.","Are Restaurants Really Supersizing America?",7
"10.1257/app.3.1.189",6,"0,86","1","Jacobson, Mireille","Aftershocks: The Impact of Clinic Violence on Abortion Services",6
"10.1257/app.3.1.189",6,"0,86","2","Royer, Heather","Aftershocks: The Impact of Clinic Violence on Abortion Services",4
"10.1257/app.3.1.224",38,"5,43","1","Levitt, Steven D.","Was There Really a Hawthorne Effect at the Hawthorne Plant? An Analysis of the Original Illumination Experiments",11
"10.1257/app.3.1.224",38,"5,43","2","List, John A.","Was There Really a Hawthorne Effect at the Hawthorne Plant? An Analysis of the Original Illumination Experiments",24
"10.1257/app.3.1.239",20,"2,86","1","Anderson, Siwan","Caste as an Impediment to Trade",6
"10.1257/app.3.1.35",40,"5,71","1","Robinson, Jonathan","Transactional Sex as a Response to Risk in Western Kenya",6
"10.1257/app.3.1.35",40,"5,71","2","Yeh, Ethan","Transactional Sex as a Response to Risk in Western Kenya",3
"10.1257/app.3.1.65",60,"8,57","1","Currie, Janet","Traffic Congestion and Infant Health: Evidence from E-ZPass",22
"10.1257/app.3.1.65",60,"8,57","2","Walker, Reed","Traffic Congestion and Infant Health: Evidence from E-ZPass",1
"10.1257/app.3.1.91",30,"4,29","1","Oster, Emily","Menstruation, Sanitary Products, and School Attendance: Evidence from a Randomized Evaluation",10
"10.1257/app.3.1.91",30,"4,29","2","Thornton, Rebecca","Menstruation, Sanitary Products, and School Attendance: Evidence from a Randomized Evaluation",7
"10.1257/app.3.2.1",76,"10,86","1","Lavy, Victor","Mechanisms and Impacts of Gender Peer Effects at School",10
"10.1257/app.3.2.1",76,"10,86","2","Schlosser, Analia","Mechanisms and Impacts of Gender Peer Effects at School",3
"10.1257/app.3.2.119",15,"2,14","1","Galiani, Sebastian","Conscription and Crime: Evidence from the Argentine Draft Lottery",10
"10.1257/app.3.2.119",15,"2,14","2","Rossi, Martin A.","Conscription and Crime: Evidence from the Argentine Draft Lottery",5
"10.1257/app.3.2.119",15,"2,14","3","Schargrodsky, Ernesto","Conscription and Crime: Evidence from the Argentine Draft Lottery",7
"10.1257/app.3.2.137",18,"2,57","1","Deaton, Angus","Purchasing Power Parity Exchange Rates for the Global Poor",11
"10.1257/app.3.2.137",18,"2,57","2","Dupriez, Olivier","Purchasing Power Parity Exchange Rates for the Global Poor",3
"10.1257/app.3.2.167",33,"4,71","1","Barrera-Osorio, Felipe","Improving the Design of Conditional Transfer Programs: Evidence from a Randomized Education Experiment in Colombia",3
"10.1257/app.3.2.167",33,"4,71","2","Bertrand, Marianne","Improving the Design of Conditional Transfer Programs: Evidence from a Randomized Education Experiment in Colombia",15
"10.1257/app.3.2.167",33,"4,71","3","Linden, Leigh L.","Improving the Design of Conditional Transfer Programs: Evidence from a Randomized Education Experiment in Colombia",5
"10.1257/app.3.2.167",33,"4,71","4","Perez-Calle, Francisco","Improving the Design of Conditional Transfer Programs: Evidence from a Randomized Education Experiment in Colombia",1
"10.1257/app.3.2.196",7,"1","1","Hsieh, Chang-Tai","The Price of Political Opposition: Evidence from Venezuela's Maisanta",7
"10.1257/app.3.2.196",7,"1","2","Miguel, Edward","The Price of Political Opposition: Evidence from Venezuela's Maisanta",21
"10.1257/app.3.2.196",7,"1","3","Ortega, Daniel","The Price of Political Opposition: Evidence from Venezuela's Maisanta",2
"10.1257/app.3.2.196",7,"1","4","Rodriguez, Francisco","The Price of Political Opposition: Evidence from Venezuela's Maisanta",4
"10.1257/app.3.2.34",17,"2,43","1","Ananat, Elizabeth Oltmans","The Wrong Side(s) of the Tracks: The Causal Effects of Racial Segregation on Urban Poverty and Inequality",7
"10.1257/app.3.2.67",9,"1,29","1","Aslund, Olof","Peers, Neighborhoods, and Immigrant Student Achievement: Evidence from a Placement Policy",7
"10.1257/app.3.2.67",9,"1,29","2","Edin, Per-Anders","Peers, Neighborhoods, and Immigrant Student Achievement: Evidence from a Placement Policy",2
"10.1257/app.3.2.67",9,"1,29","3","Fredriksson, Peter","Peers, Neighborhoods, and Immigrant Student Achievement: Evidence from a Placement Policy",6
"10.1257/app.3.2.67",9,"1,29","4","Gronqvist, Hans","Peers, Neighborhoods, and Immigrant Student Achievement: Evidence from a Placement Policy",4
"10.1257/app.3.2.96",28,"4","1","Angrist, Joshua D.","Schooling and the Vietnam-Era GI Bill: Evidence from the Draft Lottery",13
"10.1257/app.3.2.96",28,"4","2","Chen, Stacey H.","Schooling and the Vietnam-Era GI Bill: Evidence from the Draft Lottery",5
"10.1257/app.3.3.1",39,"5,57","1","Manacorda, Marco","Government Transfers and Political Support",7
"10.1257/app.3.3.1",39,"5,57","2","Miguel, Edward","Government Transfers and Political Support",21
"10.1257/app.3.3.1",39,"5,57","3","Vigorito, Andrea","Government Transfers and Political Support",2
"10.1257/app.3.3.124",31,"4,43","1","Abramitzky, Ran","Marrying Up: The Role of Sex Ratio in Assortative Matching",6
"10.1257/app.3.3.124",31,"4,43","2","Delavande, Adeline","Marrying Up: The Role of Sex Ratio in Assortative Matching",6
"10.1257/app.3.3.124",31,"4,43","3","Vasconcelos, Luis","Marrying Up: The Role of Sex Ratio in Assortative Matching",2
"10.1257/app.3.3.158",83,"11,86","1","Dobbie, Will","Are High-Quality Schools Enough to Increase Achievement Among the Poor? Evidence from the Harlem Children's Zone",3
"10.1257/app.3.3.158",83,"11,86","2","Fryer, Roland G., Jr.","Are High-Quality Schools Enough to Increase Achievement Among the Poor? Evidence from the Harlem Children's Zone",9
"10.1257/app.3.3.188",16,"2,29","1","Attanasio, Orazio","Subsidizing Vocational Training for Disadvantaged Youth in Colombia: Evidence from a Randomized Trial",11
"10.1257/app.3.3.188",16,"2,29","2","Kugler, Adriana","Subsidizing Vocational Training for Disadvantaged Youth in Colombia: Evidence from a Randomized Trial",7
"10.1257/app.3.3.188",16,"2,29","3","Meghir, Costas","Subsidizing Vocational Training for Disadvantaged Youth in Colombia: Evidence from a Randomized Trial",12
"10.1257/app.3.3.221",28,"4","1","Doyle, Joseph J., Jr.","Returns to Local-Area Health Care Spending: Evidence from Health Shocks to Patients Far From Home",7
"10.1257/app.3.3.244",4,"0,57","1","Jackson, C. Kirabo","Do Social Connections Reduce Moral Hazard? Evidence from the New York City Taxi Industry",6
"10.1257/app.3.3.244",4,"0,57","2","Schneider, Henry S.","Do Social Connections Reduce Moral Hazard? Evidence from the New York City Taxi Industry",2
"10.1257/app.3.3.268",0,"0","1","Lavy, Victor","Mechanisms and Impacts of Gender Peer Effects at School (vol 3, pg 1, 2011)",10
"10.1257/app.3.3.268",0,"0","2","Schlosser, Analia","Mechanisms and Impacts of Gender Peer Effects at School (vol 3, pg 1, 2011)",3
"10.1257/app.3.3.29",30,"4,29","1","Andrabi, Tahir","Do Value-Added Estimates Add Value? Accounting for Learning Dynamics",4
"10.1257/app.3.3.29",30,"4,29","2","Das, Jishnu","Do Value-Added Estimates Add Value? Accounting for Learning Dynamics",9
"10.1257/app.3.3.29",30,"4,29","3","Khwaja, Asim Ijaz","Do Value-Added Estimates Add Value? Accounting for Learning Dynamics",8
"10.1257/app.3.3.29",30,"4,29","4","Zajonc, Tristan","Do Value-Added Estimates Add Value? Accounting for Learning Dynamics",3
"10.1257/app.3.3.55",18,"2,57","1","Ben-David, Itzhak","Financial Constraints and Inflated Home Prices during the Real Estate Boom",6
"10.1257/app.3.3.88",40,"5,71","1","Cortes, Patricia","Low-Skilled Immigration and the Labor Supply of Highly Skilled Women",3
"10.1257/app.3.3.88",40,"5,71","2","Tessada, Jose","Low-Skilled Immigration and the Labor Supply of Highly Skilled Women",2
"10.1257/app.3.4.1",11,"1,57","1","Olken, Benjamin A.","Informal Taxation",14
"10.1257/app.3.4.1",11,"1,57","2","Singhal, Monica","Informal Taxation",4
"10.1257/app.3.4.119",22,"3,14","1","Di Tella, Rafael","Government Advertising and Media Coverage of Corruption Scandals",7
"10.1257/app.3.4.119",22,"3,14","2","Franceschelli, Ignacio","Government Advertising and Media Coverage of Corruption Scandals",2
"10.1257/app.3.4.152",57,"8,14","1","Deschenes, Olivier","Climate Change, Mortality, and Adaptation: Evidence from Annual Fluctuations in Weather in the US",6
"10.1257/app.3.4.152",57,"8,14","2","Greenstone, Michael","Climate Change, Mortality, and Adaptation: Evidence from Annual Fluctuations in Weather in the US",11
"10.1257/app.3.4.186",9,"1,29","1","Bardhan, Pranab","Subsidized Farm Input Programs and Agricultural Performance: A Farm-Level Analysis of West Bengal's Green Revolution, 1982-1995",8
"10.1257/app.3.4.186",9,"1,29","2","Mookherjee, Dilip","Subsidized Farm Input Programs and Agricultural Performance: A Farm-Level Analysis of West Bengal's Green Revolution, 1982-1995",8
"10.1257/app.3.4.215",64,"9,14","1","Ciccone, Antonio","Economic Shocks and Civil Conflict: A Comment",8
"10.1257/app.3.4.228",27,"3,86","1","Miguel, Edward","Re-examining Economic Shocks and Civil Conflict",21
"10.1257/app.3.4.228",27,"3,86","2","Satyanath, Shanker","Re-examining Economic Shocks and Civil Conflict",6
"10.1257/app.3.4.29",9,"1,29","1","Sekhri, Sheetal","Public Provision and Protection of Natural Resources: Groundwater Irrigation in Rural India",2
"10.1257/app.3.4.56",65,"9,29","1","Almond, Douglas","Health Capital and the Prenatal Environment: The Effect of Ramadan Observance During Pregnancy",11
"10.1257/app.3.4.56",65,"9,29","2","Mazumder, Bhashkar","Health Capital and the Prenatal Environment: The Effect of Ramadan Observance During Pregnancy",7
"10.1257/app.3.4.86",7,"1","1","Stephens, Melvin, Jr.","The Consumption Response to Seasonal Income: Evidence from Japanese Public Pension Benefits",7
"10.1257/app.3.4.86",7,"1","2","Unayama, Takashi","The Consumption Response to Seasonal Income: Evidence from Japanese Public Pension Benefits",2
"10.1257/app.4.1.1",71,"11,83","1","Oreopoulos, Philip  Heisz, Andrew","The Short- and Long-Term Career Effects of Graduating in a Recession",11
"10.1257/app.4.1.1",71,"11,83","2","von Wachter, Till","The Short- and Long-Term Career Effects of Graduating in a Recession",8
"10.1257/app.4.1.1",71,"11,83","3","Heisz, Andrew","The Short- and Long-Term Career Effects of Graduating in a Recession",1
"10.1257/app.4.1.109",15,"2,5","1","Sacerdote, Bruce","When the Saints Go Marching Out: Long-Term Outcomes for Student Evacuees from Hurricanes Katrina and Rita",9
"10.1257/app.4.1.136",56,"9,33","1","Lazear, Edward P. ","Sorting in Experiments with Application to Social Preferences",7
"10.1257/app.4.1.136",56,"9,33","2","Malmendier, Ulrike","Sorting in Experiments with Application to Social Preferences",12
"10.1257/app.4.1.136",56,"9,33","3","Weber, Roberto A.","Sorting in Experiments with Application to Social Preferences",10
"10.1257/app.4.1.164",28,"4,67","1","Gertler, Paul J.","Investing Cash Transfers to Raise Long-Term Living Standards",11
"10.1257/app.4.1.164",28,"4,67","2","Martinez, Sebastian W.","Investing Cash Transfers to Raise Long-Term Living Standards",1
"10.1257/app.4.1.164",28,"4,67","3","Rubio-Codina, Marta","Investing Cash Transfers to Raise Long-Term Living Standards",3
"10.1257/app.4.1.193",10,"1,67","1","Friberg, Richard","Do Expert Reviews Affect the Demand for Wine?",6
"10.1257/app.4.1.193",10,"1,67","2","Gronqvist, Erik","Do Expert Reviews Affect the Demand for Wine?",2
"10.1257/app.4.1.212",12,"2","1","Clots-Figueras, Irma","Are Female Leaders Good for Education? Evidence from India",4
"10.1257/app.4.1.245",6,"1","1","Barham, Tania","Enhancing Cognitive Functioning: Medium-Term Effects of a Health and Family Planning Program in Matlab",4
"10.1257/app.4.1.30",6,"1","1","Bar, Talia","Partisan Grading",4
"10.1257/app.4.1.30",6,"1","2","Zussman, Asaf","Partisan Grading",6
"10.1257/app.4.1.49",24,"4","1","Stange, Kevin M.","An Empirical Investigation of the Option Value of College Enrollment",1
"10.1257/app.4.1.85",5,"0,83","1","Boustan, Leah Platt","School Desegregation and Urban Change: Evidence from City Boundaries",7
"10.1257/app.4.2.1",20,"3,33","1","Loken, Katrine V.","What Linear Estimators Miss: The Effects of Family Income on Child Outcomes",4
"10.1257/app.4.2.1",20,"3,33","2","Mogstad, Magne","What Linear Estimators Miss: The Effects of Family Income on Child Outcomes",6
"10.1257/app.4.2.1",20,"3,33","3","Wiswall, Matthew","What Linear Estimators Miss: The Effects of Family Income on Child Outcomes",7
"10.1257/app.4.2.134",30,"5","1","Attanasio, Orazio  ","Risk Pooling, Risk Preferences, and Social Networks",12
"10.1257/app.4.2.134",30,"5","2","Barr, Abigail","Risk Pooling, Risk Preferences, and Social Networks",10
"10.1257/app.4.2.134",30,"5","3","Camilo Cardenas, Juan","Risk Pooling, Risk Preferences, and Social Networks",8
"10.1257/app.4.2.134",30,"5","4","Genicot, Garance","Risk Pooling, Risk Preferences, and Social Networks",6
"10.1257/app.4.2.134",30,"5","5","Meghir, Costas","Risk Pooling, Risk Preferences, and Social Networks",13
"10.1257/app.4.2.168",12,"2","1","Stoyanov, Andrey","Productivity Spillovers Across Firms through Worker Mobility",3
"10.1257/app.4.2.168",12,"2","2","Zubanov, Nikolay","Productivity Spillovers Across Firms through Worker Mobility",3
"10.1257/app.4.2.199",6,"1","1","Drago, Francesco","Indirect Effects of a Policy Altering Criminal Behavior: Evidence from the Italian Prison Experiment",5
"10.1257/app.4.2.199",6,"1","2","Galbiati, Roberto","Indirect Effects of a Policy Altering Criminal Behavior: Evidence from the Italian Prison Experiment",5
"10.1257/app.4.2.219",1,"0,17","1","Brachet, Tanguy","The Effect of Shift Structure on Performance",4
"10.1257/app.4.2.219",1,"0,17","2","David, Guy","The Effect of Shift Structure on Performance",7
"10.1257/app.4.2.219",1,"0,17","3","Drechsler, Andrea M.","The Effect of Shift Structure on Performance",0
"10.1257/app.4.2.247",30,"5","1","Macours, Karen","Cash Transfers, Behavioral Changes, and Cognitive Development in Early Childhood: Evidence from a Randomized Experiment",6
"10.1257/app.4.2.247",30,"5","2","Schady, Norbert","Cash Transfers, Behavioral Changes, and Cognitive Development in Early Childhood: Evidence from a Randomized Experiment",11
"10.1257/app.4.2.247",30,"5","3","Vakis, Renos","Cash Transfers, Behavioral Changes, and Cognitive Development in Early Childhood: Evidence from a Randomized Experiment",4
"10.1257/app.4.2.274",8,"1,33","1","Hnatkovska, Viktoria","Castes and Labor Mobility",5
"10.1257/app.4.2.274",8,"1,33","2","Lahiri, Amartya","Castes and Labor Mobility",5
"10.1257/app.4.2.274",8,"1,33","3","Paul, Sourabh","Castes and Labor Mobility",2
"10.1257/app.4.2.36",7,"1,17","1","Dustmann, Christian","What Makes Firm-based Vocational Training Schemes Successful? The Role of Commitment",17
"10.1257/app.4.2.36",7,"1,17","2","Schoenberg, Uta","What Makes Firm-based Vocational Training Schemes Successful? The Role of Commitment",8
"10.1257/app.4.2.62",18,"3","1","Bailey, Martha J.","Reexamining the Impact of Family Planning Programs on US Fertility: Evidence from the War on Poverty and the Early Years of Title X",6
"10.1257/app.4.2.98",19,"3,17","1","Kaboski, Joseph P.","The Impact of Credit on Village Economies",9
"10.1257/app.4.2.98",19,"3,17","2","Townsend, Robert M.","The Impact of Credit on Village Economies",8
"10.1257/app.4.3.1",7,"1,17","1","Basker, Emek","Raising the Barcode Scanner: Technology and Productivity in the Retail Sector",6
"10.1257/app.4.3.116",5,"0,83","1","Garthwaite, Craig L.","The Economic Benefits of Pharmaceutical Innovations: The Case of Cox-2 Inhibitors",3
"10.1257/app.4.3.138",10,"1,67","1","Magruder, Jeremy R.","High Unemployment Yet Few Small Firms: The Role of Centralized Bargaining in South Africa",3
"10.1257/app.4.3.167",9,"1,5","1","Dunn, Abe","Drug Innovations and Welfare Measures Computed from Market Demand: The Case of Anti-Cholesterol Drugs",6
"10.1257/app.4.3.190",28,"4,67","1","Dustmann, Christian","Expansions in Maternity Leave Coverage and Children's Long-Term Outcomes",17
"10.1257/app.4.3.190",28,"4,67","2","Schoenberg, Uta","Expansions in Maternity Leave Coverage and Children's Long-Term Outcomes",8
"10.1257/app.4.3.225",18,"3","1","Bailey, Martha J","The Opt-In Revolution? Contraception and the Gender Gap in Wages",6
"10.1257/app.4.3.225",18,"3","2","Hershbein, Brad","The Opt-In Revolution? Contraception and the Gender Gap in Wages",3
"10.1257/app.4.3.225",18,"3","3","Miller, Amalia R.","The Opt-In Revolution? Contraception and the Gender Gap in Wages",8
"10.1257/app.4.3.28",6,"1","1","Santavirta, Torsten","How Large Are the Effects from Temporary Changes in Family Environment: Evidence from a Child-Evacuation Program During World War II",3
"10.1257/app.4.3.43",6,"1","1","Sukhtankar, Sandip","Sweetening the Deal? Political Connections and Sugar Mills in India",3
"10.1257/app.4.3.64",13,"2,17","1","Almeida, Rita","Enforcement of Labor Regulation and Informality",5
"10.1257/app.4.3.64",13,"2,17","2","Carneiro, Pedro","Enforcement of Labor Regulation and Informality",9
"10.1257/app.4.3.90",7,"1,17","1","Brown, Kristine M.","When They're Sixty-Four: Peer Effects and the Timing of Retirement",2
"10.1257/app.4.3.90",7,"1,17","2","Laschever, Ron A.","When They're Sixty-Four: Peer Effects and the Timing of Retirement",2
"10.1257/app.4.4.1",41,"6,83","1","La Ferrara, Eliana","Soap Operas and Fertility: Evidence from Brazil",6
"10.1257/app.4.4.1",41,"6,83","2","Chong, Alberto","Soap Operas and Fertility: Evidence from Brazil",8
"10.1257/app.4.4.1",41,"6,83","3","Duryea, Suzanne","Soap Operas and Fertility: Evidence from Brazil",3
"10.1257/app.4.4.121",13,"2,17","1","Rodriguez-Planas, Nuria","Longer-Term Impacts of Mentoring, Educational Services, and Learning Incentives: Evidence from a Randomized Trial in the United States",5
"10.1257/app.4.4.140",7,"1,17","1","Robinson, Jonathan","Limited Insurance within the Household: Evidence from a Field Experiment in Kenya",6
