"","Timestamp","NetID","DOI","TypeOfArticle","OnlineData","AdditionalMaterialNumber","OnlineMaterials1_DOI","OnlineData_1","DataAbsence","DataRunClean","OnlineDataDOI2","OnlineDataHandle2","OnlineDataURL2","DataAvailability","DataAvailabilityAccess","DataAvailabilityExclusive","OtherNotes1","Is there some other online material that you wish to describe","OnlineDataDOI2_1","OnlineDataHandle2_1","OnlineDataURL2_1","DataAvailability2","DataAvailabilityAccess2","DataAvailabilityExclusive2","OtherNotes2","Do you want to describe another dataset","OnlineDataDOI3","OnlineDataHandle3","OnlineDataURL3","DataAvailability3","DataAvailabilityAccess3","DataAvailabilityExclusive3","OtherNotes3","DataRunFinal","OnlineFinalDataDOI","OnlineFinalDataHandle","OnlineFinalDataURL","FinalDataAvailability","FinalDataAvailabilityAccess","FinalDataAvailabilityExclusive","OtherNotesFinal","DataFormatInputs","OnlineDataFormat2","OnlinePrograms","OnlineProgramsInside","OnlineProgramsDOI","OnlineProgramsHDL","OnlineProgramsURL","DocReadmePresent","DocReadmeContent","ProgramFormat","ProgramSequence","ProgramsDocumentation","ProgramsHeaderAuthor","ProgramsHeaderInfo","ProgramsStructureManual","GeneralNotes","How difficult do you think replicating the article will be","OnlineMaterials","OnlineMaterials1","X61","X62","Do you want to describe another dataset provided with the article","OnlineMaterials1_URL","OnlineMaterials2","OnlineMaterials2_URL","OnlineMaterials2_DOI","Is there some other online material that you wish to describe_1","OnlineMaterials3","OnlineMaterials3_URL","OnlineMaterials3_DOI","AnalysisData","OnlineMaterials1_Description","OnlineMaterials2_Description","OnlineMaterials3_Description","Programs","OnlineDataProvided","DataSetNumbers","DataSetClassification1","OnlineDataDOI1","OnlineDataHandle1","OnlineDataURL1","OnlineDataFormat1","DataSetClassification2","OtherNotes2_1","InputData","InputData1","InputDataRef","InputDataDOI1","InputDataURL1","InputDataHandle1","InputDataFormat1","InputDataAvailability1","X94","InputData2","InputDataDOI2","InputDataHandle2","InputDataURL2","InputDataFormat2","InputDataAvailability2","InputDataOtherNotes1","InputDataOtherNotes2","Flag for follow-up","OnlinePrograms_1","[Row 1]","flag2011"
"67","8/24/2015 14:48:36","yx77","10.1257/app.2.4.213","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"doi://10.1257/app.2.4.213",NA,"https://www.aeaweb.org/aej/app/data/2009-0213_data.zip",NA,NA,"Stata",NA,"Yes",NA,NA,NA,NA,3,"No",NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,"Analysis Data",NA,NA,"http://www.aeaweb.org/aej/app/data/2009-0213_data.zip","Stata",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"68","8/24/2015 15:02:49","yx77","10.1257/app.2.4.236","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"doi://10.1257/app.2.4.236",NA,"http://www.aeaweb.org/aej/app/data/2009-0196_data.zip",NA,NA,"Stata",NA,"Yes",NA,NA,NA,NA,3,"No",NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,"Analysis Data",NA,NA,"http://www.aeaweb.org/aej/app/data/2009-0196_data.zip","Stata",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"69","3/3/2016 10:11:47","jjf253","10.1257/app.5.3.91","Yes",NA,NA,NA,NA,NA,NA,NA,NA,"http://www.aeaweb.org/aej/app/data/2012-0250_data.zip",NA,NA,NA,"They provide two datasets one including the survey wave and other with socioeconomic characteristics","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Stata",NA,NA,NA,NA,"https://www.aeaweb.org/aej/app/data/2012-0250_data.zip",NA,NA,"Stata","Yes","Yes","No","No","No","A brief summary of the article. Role of marriage on improving labor markets outcomes through networking.",2,"Yes","https://www.aeaweb.org/articles.php?doi=10.1257/app.5.3.91",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Readme with url of each dataset and stata do files for replicating the results.",NA,NA,"Yes","Yes",NA,"Analysis Data","doi://10.1257/app.5.3.91",NA,"http://www.aeaweb.org/aej/app/data/2012-0250_data.zip","Stata","Analysis Data",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"70","3/10/2016 21:25:55","kv94","10.1257/app.5.3.91","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SLCC = State and Life Chances in Urban China. Author calls this ""pseudo panel""","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Stata",NA,NA,NA,NA,NA,NA,NA,"Stata","Yes","Yes","No","No","No","Pretty well documented, in terms of data.",3,"Yes","Author Disclosure Statement, aeaweb.org/aej/app/ds/0503/2012-0250_ds.zip",NA,NA,"Yes",NA,"Readme.pdf (comes with data set)",NA,NA,"No",NA,NA,NA,NA,"Author maintained ethical standards.","Explains where the data was sourced, and collaborates with my finding that CHNS data is free but requires registration, whereas the SLCC survey is publicly available. Also provides a key for each of the do files (which regressions or tables they correspond to in paper).",NA,"Yes","Yes",NA,"Analysis Data",NA,NA,NA,"Stata","Analysis Data","CHNS = China Health and Nutrition Survey.","Yes","UNC",NA,NA,"http://www.cpc.unc.edu/projects/china",NA,NA,"Yes","Yes","Institute for Social Research, University of Michigan",NA,NA,"http://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/3552",NA,"Yes","Have to register with the UNC Carolina Population Center first.",NA,NA,NA,NA,0
"71","3/13/2016 22:57:46","yj76","10.1257/app.4.3.64","Yes",NA,NA,"10.1257/app.4.3.64",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"doi: //10.1257/app.4.3.64",NA,"http://pubs.aeaweb.org/doi/pdfplus/10.1257/app.4.3.64",NA,NA,"Stata","Yes","Yes","No","No",NA,NA,1,"Yes","Online Appendix https://www.aeaweb.org/aej/app/app/2010-0283_app.pdf",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"A data appendix that describe in detail the several sources of data used in the paper; model robustness; An Economic Model of Endogenous Enforcement and Labor Market Outcomes; Additional references",NA,NA,"Yes","Yes",NA,"Input Data","doi://10.1257/app.4.3.64",NA,"http://www.aeaweb.org/aej/app/data/2010-0283_data.zip","Stata",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"72","3/18/2016 15:03:13","yj76","10.1257/app.5.2.151","Yes",NA,NA,"10.1257/app.5.2.151",NA,NA,NA,NA,NA,NA,NA,NA,NA,"use input data and a do file to generate dataset for the paper","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"doi://10.1257/app.5.2.151",NA,"http://www.aeaweb.org/atypon.php?return_to=/doi/pdfplus/10.1257/app.5.2.151",NA,NA,"Stata","Yes","Yes","No","No","No",NA,1,"Yes","https://www.aeaweb.org/aej/app/app/2011-0209_app.pdf",NA,NA,"No",NA,"https://www.aeaweb.org/aej/app/ds/0502/2011-0209_ds.zip",NA,"10.1257/app.5.2.151","No",NA,NA,NA,NA,"appendix containing theoretical derivations, construction of variables, and results tables","Author's disclosure statement",NA,"Yes","Yes",NA,"Input Data","doi://10.1257/app.5.2.151",NA,"http://www.aeaweb.org/aej/app/data/2011-0209_data.zip","Stata",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"73","3/21/2016 23:24:02","jjf253","10.1257/app.5.1.193","Yes",NA,NA,NA,NA,"Confidential Data",NA,NA,NA,NA,NA,"Yes","No",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"doi://10.1257/app.5.1.193",NA,"https://www.aeaweb.org/articles.php?doi=10.1257/app.5.1.193",NA,NA,"Stata","Yes","Yes","No","No","No",NA,3,"Yes","https://www.aeaweb.org/aej/app/app/2012-0047_app.pdf",NA,NA,NA,NA,"https://www.aeaweb.org/aej/app/data/2012-0047_data.zip",NA,NA,"No",NA,NA,NA,NA,"Online appendix with additional results from National Longitudinal Survey of Youth","Readme file that describe the order ro run the do files an the existence of confidential data.",NA,"Yes","No",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Federal Reserve Bank of Chicago",NA,NA,NA,NA,"Stata","No","No",NA,NA,NA,NA,NA,NA,"Data cannot be downloaded from servers, only the tables",NA,NA,NA,NA,0
"74","3/26/2016 4:03:11","yj76","10.1257/app.3.1.35","Yes",NA,NA,"10.1257/app.3.1.35",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"doi://10.1257/app.3.1.35",NA,"http://www.aeaweb.org/atypon.php?return_to=/doi/pdfplus/10.1257/app.3.1.35",NA,NA,"Stata","Yes","Yes","No","No","No",NA,1,"Yes","Online Appendix  https://www.aeaweb.org/aej/app/app/2009-0148_app.pdf",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Includes six tables; describes the estimation strategy in more detail",NA,NA,"Yes","Yes",NA,"Input Data","doi://10.1257/app.3.1.35",NA,"http://www.aeaweb.org/aej/app/data/2009-0148_data.zip","Stata",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"75","3/30/2016 17:17:56","kv94","10.1257/app.4.4.226","Yes",NA,NA,NA,NA,"Due to restrictions by the data providers, the authors were not allowed to directly post the data-sets.",NA,NA,NA,NA,NA,"Yes","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://www.aeaweb.org/aej/app/data/2010-0362_data.zip",NA,NA,"Stata, R","Yes","No","No","No","No","There are additional input source data I wish to report:

The student KCPE records are held by the Kenya National Examination Council, and data requests should be made to Paul Wasanga, CEO, P.O.
Box 73598 00200, Nairobi, Kenya. Email: info@knec.ac.ke Tel: +254
020 317412 317413 317427. The Head Office of KNEC is physically located at National Housing Corporation (NHC) House, Aga Khan Walk in Nairobi.

The Kenya Integrated Household Budget Survey and Welfare Monitoring System are from the Kenya National Bureau of Statistics. Data requests should be sent to Director General, Kenya National Bureau of Statistics, P.O Box 30266-00100 Nairobi, Kenya, Tel +254-20-317583,317586,317588,317612,317622, 317623,317651, Fax 254-20-315977 Email: director@knbs.go.ke


",4,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","No",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Integrated Public Use Microdata Series, International",NA,NA,"http://international.ipums.org/international/",NA,"IPUMS gives ASCII fixed-column data. They also provide statistical package to convert and label the data for use in STATA, SPSS, and SAS.","Yes","Yes","Kenyan Ministry of Basic Education",NA,NA,NA,"Not sure.","Yes","It is exceedingly difficult to find the exact data the authors used. Based off my understanding from the IPUMS website, the website extracts a sample of the data (never the full census) for use by researchers. According to website: ""The system will pool data from multiple samples into a single data file."" I managed to find the 1989 and 1999 year census data from IPUMS, but I didn't know which variables to query.","According to the Readme file, one needs to visit the following office to get the records for the EMIS data: Jogoo House off Harmbee Avenue, Nairobi, Kenya. 
One can also send a request for data to the following address: Permanent Secretary, Ministry of
Basic Education, P.O. Box 30040, NAIROBI, KENYA Tel: +254(0)20 318
581 Fax: +254(0)20 214 287",NA,NA,NA,0
"76","4/3/2016 1:28:07","kv94","10.1257/app.4.1.212","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"The author has taken great pains to explain how the data was collected, manipulated, and how it could be able to be replicated. From the readme.pdf and article section ""I.C: Data"" , the author merged input data (political and district data, provided) to generate parts of the analysis data along with an ""NSS"" survey, whose data was not provided due to confidentiality. The appendix explains the variables in the data sets provided. Do files are also provided to generate the merged analysis data (presumably can't be implemented immediately due to lack of NSS data) and to generate placebo analysis data.","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://www.aeaweb.org/aej/app/data/2009-0016_data.zip",NA,NA,"Stata","Yes","Yes","No","No","No",NA,4,"Yes","Online Appendix: www.aeaweb.org/aej/app/data/2009-0016_app.pdf",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"The online Appendix provides more information on how the variables were constructed, as well as some statistics.",NA,NA,"Yes","Yes",NA,"Input Data",NA,NA,NA,"Stata",NA,NA,"Yes","Computer Centre, Ministry of Statistics and Programme Implementation",NA,NA,NA,NA,"Not sure","Yes","No",NA,NA,NA,NA,NA,NA,"For NSS Data:

Address for data office: Computer Centre, Ministry of Statistics and Programme Implementation, East Block-10 R.K. Puram, New Delhi 110066

Email: nssodata@gmail.com

The author also offers help in obtaining data if contacted.",NA,NA,NA,NA,0
"77","4/4/2016 10:19:58","yj76","10.1257/app.2.1.86","Yes",NA,NA,"10.1257/app.2.1.86",NA,"Proprietary Data",NA,NA,NA,NA,NA,"Yes","No",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"doi://10.1257/app.2.1.86",NA,"http://www.aeaweb.org/atypon.php?return_to=/doi/pdfplus/10.1257/app.2.1.86",NA,NA,"Stata","Yes","Yes","No","No","No",NA,1,"Yes","Appendix",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"output tables",NA,NA,"Yes","No",NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Great Smoky Mountains Study of Youth",NA,NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"78","4/4/2016 11:16:43","jjf253","10.1257/app.3.2.34","Yes",NA,NA,"doi://10.1257/app.3.2.34",NA,NA,NA,"doi:// 10.1257/app.3.2.34",NA,"http://www.aeaweb.org/aej/app/data/2009-0157_data.zip",NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Stata",NA,NA,"doi:// 10.1257/app.3.2.34",NA,"https://www.aeaweb.org/atypon.php?return_to=/doi/pdfplus/10.1257/app.3.2.34",NA,NA,"Stata","Yes","Yes","No","No","No",NA,3,"Yes","https://www.aeaweb.org/aej/app/data/2009-0157_data.zip",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Read Me",NA,NA,"Yes","Yes",NA,"Analysis Data","doi:// 10.1257/app.3.2.34",NA,"http://www.aeaweb.org/aej/app/data/2009-0157_data.zip","Stata","Input Data","Data for producing additional tables","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"79","4/4/2016 11:26:46","jjf253","10.1257/app.3.2.196","Yes",NA,NA,"doi://10.1257/app.3.2.196",NA,NA,NA,"doi://10.1257/app.3.2.196",NA,"http://www.aeaweb.org/aej/app/data/2010-0073_data.zip",NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Stata",NA,NA,"doi://10.1257/app.3.2.196",NA,"http://www.aeaweb.org/aej/app/data/2010-0073_data.zip",NA,NA,"Stata","Yes","Yes","No","No","Yes",NA,4,"Yes","http://www.aeaweb.org/aej/app/data/2010-0073_data.zip",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Readme",NA,NA,"Yes","Yes",NA,"Input Data","doi://10.1257/app.3.2.196",NA,"http://www.aeaweb.org/aej/app/data/2010-0073_data.zip","Stata","Analysis Data",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"80","4/4/2016 15:10:57","jqw6","10.1257/app.3.3.55","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Only 1 of 4 data sets used in the article was provided","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"Yes","https://www.aeaweb.org/aej/app/app/2010-0207_app.pdf",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Appendix describing where to find data sets",NA,NA,"No","Yes",NA,"Don't Know","doi://10.1257/app.3.3.55","hdl://10.1257/app.3.3.55","http://10.1257/app.3.3.55","Stata",NA,NA,"Yes","Cook County Recorder of Deeds' Feed",NA,NA,"http://www.ccrd.info/CCRD/il031/index.jsp",NA,"Stata","Yes","Yes","IRS",NA,NA,"http://www.irs.gov/taxstats/indtaxstats/article/0,,id=96947,00.html","Stata","Yes",NA,"Must be purchased",NA,NA,NA,0
"81","4/4/2016 15:15:39","jqw6","10.1257/app.3.3.55","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"Yes","https://www.aeaweb.org/aej/app/app/2010-0207_app.pdf",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Appendix listing works cited",NA,NA,"No","Yes",NA,"Don't Know","doi://10.1257/app.3.3.55","hdl://10.1257/app.3.3.55","http://10.1257/app.3.3.55","Stata",NA,NA,"Yes","Cook Country Recorder of Deeds",NA,NA,"http://www.ccrd.info/CCRD/il031/index.jsp",NA,"Stata","Yes","Yes","IRS",NA,NA,"http://www.irs.gov/taxstats/indtaxstats/article/0,,id=96947,00.html","Stata","Yes",NA,"Available for purchase",NA,NA,NA,0
"82","4/4/2016 16:07:12","jqw6","10.1257/app.5.1.104","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"doi://10.1257/app.5.1.104","hdl://10.1257/app.5.1.104","http://10.1257/app.5.1.104",NA,NA,"Stata","Yes","Yes","No","No","No",NA,1,"Yes","https://www.aeaweb.org/aej/app/app/2011-0326_app.pdf",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Appendix describing ""Institutional details of insurance policies"" and online appendix tables",NA,NA,"Yes","Yes",NA,"Analysis Data","doi://10.1257/app.5.1.104","hdl://10.1257/app.5.1.104","http://10.1257/app.5.1.104","Stata",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"83","4/8/2016 16:21:22","jqw6","10.1257/app.5.1.104","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"doi://10.1257/app.5.1.104","hdl://10.1257/app.5.1.104","http://10.1257/app.5.1.104",NA,NA,"Stata","Yes","Yes","No","No","No",NA,1,"Yes","https://assets.aeaweb.org/assets/production/articles-attachments/aej/app/app/2011-0326_app.pdf",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Institutional details regarding insurance companies. Online appendix tables.",NA,NA,"Yes","Yes",NA,"Analysis Data","doi://10.1257/app.5.1.104","hdl://10.1257/app.5.1.104","http://10.1257/app.5.1.104","Stata",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"84","4/9/2016 14:46:40","yj76","10.1257/app.2.2.164","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"doi://10.1257/app.2.2.164",NA,"http://www.aeaweb.org/atypon.php?doi=10.1257/app.2.2.164",NA,NA,"SPSS","Yes","Yes","No","No","No",NA,2,"No",NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Yes",NA,"Input Data","doi://10.1257/app.2.2.164",NA,"http://www.aeaweb.org/aej/app/data/2008-0129_data.zip","SPSS",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"85","4/9/2016 15:59:01","jqw6","10.1257/app.5.4.111","Yes",NA,NA,"10.1257/app.5.4.111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"doi://10.1257/app.5.4.111","hdl://10.1257/app.5.4.111","http://10.1257/app.5.4.111",NA,NA,"Stata","Yes","Yes","Yes","Yes","No",NA,3,"Yes","https://assets.aeaweb.org/assets/production/articles-attachments/aej/app/app/2011-0318_app.pdf",NA,NA,"No",NA,"https://www.aeaweb.org/aej/app/ds/0504/2011-0318_ds.zip",NA,"10.1257/app.5.4.111","No",NA,NA,NA,NA,"Online Appendix describing test measures and additional evidence for article","Author Disclosure Statements",NA,"Yes","Yes",NA,"Analysis Data","doi://10.1257/app.5.4.111","hdl://10.1257/app.5.4.111","http://10.1257/app.5.4.111","Stata",NA,NA,"Yes","Election Data Services, Inc",NA,NA,NA,NA,"Stata",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"86","4/9/2016 19:49:03","jjf253","10.1257/app.4.1.1","Yes",NA,NA,NA,NA,"No data provided",NA,NA,NA,NA,NA,"DK","DK",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"Yes","https://www.aeaweb.org/aej/app/app/2009-0288_app.pdf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Online Appendix",NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"87","4/10/2016 14:18:20","jjf253","10.1257/app.4.1.136","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"doi:// 10.1257/app.4.1.136",NA,"https://www.aeaweb.org/aej/app/data/2011-0021_data.zip",NA,NA,"Stata","Yes","Yes","No","No","No",NA,3,"Yes","http://www.aeaweb.org/aej/app/data/2011-0021_data.zip",NA,NA,"No",NA,"http://www.aeaweb.org/aej/app/app/2011-0021_app.pdf",NA,NA,"No",NA,NA,NA,NA,"Readme","Appendix",NA,"Yes","Yes",NA,"Analysis Data","doi:// 10.1257/app.4.1.136",NA,"http://www.aeaweb.org/aej/app/data/2011-0021_data.zip","Stata",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"88","4/14/2016 20:50:13","yj76","10.1257/app.4.2.98","Yes",NA,NA,"doi://10.1257/app.4.2.98",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"doi://10.1257/app.4.2.98",NA,"http://www.aeaweb.org/atypon.php?doi=10.1257/app.4.2.98",NA,NA,"Stata","Yes","Yes","No","No","No",NA,2,"Yes","Online Appendix, https://www.aeaweb.org/aej/app/app/2009-0115_app.pdf",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"contains additional results referenced in the paper",NA,NA,"Yes","Yes",NA,"Input Data","doi://10.1257/app.4.2.98",NA,"http://www.aeaweb.org/aej/app/data/2009-0115_data.zip","Stata",NA,NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"89","4/21/2016 1:55:25","kv94","10.1257/app.5.3.189","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Authors' compilation of input data. Information regarding the variables they've chosen and prepared is provided in the online appendix.","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"http://www.aeaweb.org/aej/app/data/2012-0247_data.zip",NA,NA,"Stata","Yes","Yes","No","No","No","Very straightforward explanation of programs (see README) and of what code corresponds with what figure.",3,"Yes","Appendix, https://assets.aeaweb.org/assets/production/articles-attachments/aej/app/app/2012-0247_app.pdf",NA,NA,"No",NA,"Disclosure statements: https://www.aeaweb.org/aej/app/ds/0503/2012-0247_ds.zip",NA,NA,"No",NA,NA,NA,NA,"Appendix explaining choice of variables from three surveys used.","Folder with each author's disclosure statement.",NA,"Yes","Yes",NA,"Analysis Data",NA,NA,"http://www.aeaweb.org/aej/app/data/2012-0247_data.zip","Stata",NA,NA,"Yes",NA,NA,NA,NA,NA,"Stata, R, SPSS, SAS, Excel/TSV, ASCII","Yes","No",NA,NA,NA,NA,NA,NA,"The links to the sources of the datasets themselves are not provided, so it was unclear precisely where the authors got their data. However, here are the URLs for the three surveys mentioned in the article that could be found on the internet, and this data has free access.

MACRO datasets: CES, TIMSS | MICRO datasets: CES, TIMSS, PIRLS

The 1999 Civic Education Study (CES) (they use this for many countries, the link provided is for the US): http://www.icpsr.umich.edu/icpsrweb/ICPSR/studies/3892

The 1995 Trends in International Mathematics and Science Study (TIMSS) and PIRLS: http://nces.ed.gov/surveys/international/ide/

The authors also mention use of the PISA test in the online appendix to generate their dummy variables, but it is unclear which year they are using. 
",NA,NA,NA,NA,0
