"","DOI","URL","Title","Authors","Source Title","Publication Date","Year","Volume","Issue","Beginning Page","Ending Page","Entry Questionnaire","Entry Questionnaire Author","Expected Difficulty","Replicator","Completed","Replicated","Main Issue","Type of Missing Data","2nd Replicator","Completed_1","Replicated_1","Data Type","Data Access Type","Data Comments","Data URL","Data Contact","Start-time","End-time","Run-time for programs (minutes)","Estimated editing-time for programs, commits (minutes)","worksheet"
"59","10.1257/mac.20130302","https://doi.org/10.1257/mac.20130302","Offshoring and Directed Technical Change","Acemoglu, Daron; Gancia, Gino; Zilibotti, Fabrizio","AMERICAN ECONOMIC JOURNAL-MACROECONOMICS","Jul 2015",2015,7,3,84,122,"Completed",NA,"3","hat42","Incomplete","No","Requires Mathematica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"60","10.1257/mac.20150051","https://doi.org/10.1257/mac.20150051","Zipf's Law, Pareto's Law, and the Evolution of Top Incomes in the United States","Aoki, Shuhei; Nirei, Makoto","AMERICAN ECONOMIC JOURNAL-MACROECONOMICS","Jul 2017",2017,9,3,36,71,"Completed",NA,"2","hat42","In Progress",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"61","10.1257/mac.20150155","https://doi.org/10.1257/mac.20150155","Cross-Country Income Levels over Time: Did the Developing World Suddenly Become Much Richer?","Inklaar, Robert; Rao, D. S. Prasada","AMERICAN ECONOMIC JOURNAL-MACROECONOMICS","Jan 2017",2017,9,1,265,290,"Completed",NA,"4","hat42","Yes","Partial","Confidential datasets not provided so most tables/figures could not be replicated, some tables that were replicable had rounding errors","Confidential",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"62","10.1257/app.20150042","https://doi.org/10.1257/app.20150042","Market-Based Lobbying: Evidence from Advertising Spending in Italy","DellaVigna, Stefano; Durante, Ruben; Knight, Brian; La Ferrara, Eliana","AMERICAN ECONOMIC JOURNAL-APPLIED ECONOMICS","Jan 2016",2016,8,1,224,256,"Completed",NA,"5","jhv39","Yes","No","No dataset provided, must apply for access from provider (Nielsen)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"63","10.1257/app.20150043","https://doi.org/10.1257/app.20150043","The Effects of DNA Databases on Crime","Doleac, Jennifer L.","AMERICAN ECONOMIC JOURNAL-APPLIED ECONOMICS","Jan 2017",2017,9,1,165,201,"Completed",NA,"2","jhv39","Yes","Partial",".do file failed when generating Figure 5, no code given for Table 10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"64","10.1257/app.20150158","https://doi.org/10.1257/app.20150158","The Impact of Disability Benefits on Labor Supply: Evidence from the VA's Disability Compensation Program","Autor, David H.; Duggan, Mark; Greenberg, Kyle; Lyle, David S.","AMERICAN ECONOMIC JOURNAL-APPLIED ECONOMICS","Jul 2016",2016,8,3,31,68,"Completed",NA,"5","jhv39","Yes","No","Confidential data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"65","10.1257/app.20150373","https://doi.org/10.1257/app.20150373","Patents as a Spur to Subsequent Innovation? Evidence from Pharmaceuticals","Gilchrist, Duncan S.","AMERICAN ECONOMIC JOURNAL-APPLIED ECONOMICS","Oct 2016",2016,8,4,189,221,"Completed",NA,"2","jhv39","Yes","No","Missing variables and missing secondary data sets",".xlcs, .dta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"66","10.1257/app.20150385","https://doi.org/10.1257/app.20150385","Technology and Child Development: Evidence from the One Laptop per Child Program","Cristia, Julian; Ibarraran, Pablo; Cueto, Santiago; Santiago, Ana; Severin, Eugenio","AMERICAN ECONOMIC JOURNAL-APPLIED ECONOMICS","Jul 2017",2017,9,3,295,320,"Completed",NA,"2","jhv39","Yes","Partial","Confidential data sets/ missing data columns",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"67","10.1257/app.20150390","https://doi.org/10.1257/app.20150390","The Impact of Maternal Literacy and Participation Programs: Evidence from a Randomized Evaluation in India","Banerji, Rukmini; Berry, James; Shotland, Marc","AMERICAN ECONOMIC JOURNAL-APPLIED ECONOMICS","Oct 2017",2017,9,4,303,337,"Completed",NA,"2","jhv39","Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"68","10.1257/app.20150509","https://doi.org/10.1257/app.20150509","Tax Me, but Spend Wisely? Sources of Public Finance and Government Accountability","Gadenne, Lucie","AMERICAN ECONOMIC JOURNAL-APPLIED ECONOMICS","Jan 2017",2017,9,1,274,314,"Completed",NA,"3","jhv39","Yes","Partial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"69","10.1257/app.20150530","https://doi.org/10.1257/app.20150530","Why Do College-Going Interventions Work?","Carrell, Scott; Sacerdote, Bruce","AMERICAN ECONOMIC JOURNAL-APPLIED ECONOMICS","Jul 2017",2017,9,3,124,151,"Completed",NA,"1","jhv39","Yes","No","Initial data set not included",".dta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"70","10.1257/app.20160140","https://doi.org/10.1257/app.20160140","Risky Transportation Choices and the Value of a Statistical Life","Leon, Gianmarco; Miguel, Edward","AMERICAN ECONOMIC JOURNAL-APPLIED ECONOMICS","Jan 2017",2017,9,1,202,228,"Completed",NA,"3","jhv39","Incomplete",NA,"Trouble using MATLAB, continuing to work on solution (REASSIGNED)",NA,"nwl27","Yes","Yes","MatLAB and .csv",NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"71","10.1257/app.20160247","https://doi.org/10.1257/app.20160247","There Will Be Killing: Collectivization and Death of Draft Animals","Chen, Shuo; Lan, Xiaohuan","AMERICAN ECONOMIC JOURNAL-APPLIED ECONOMICS","Oct 2017",2017,9,4,58,77,"Completed",NA,"2","jhv39","Yes","Partially","No code given for one figure (Figure 3). Everything else replicated.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"72","10.1257/app.20160634","https://doi.org/10.1257/app.20160634","Free to Choose: Can School Choice Reduce Student Achievement?","Abdulkadiroglu, Atila; Pathak, Parag A.; Walters, Christopher R.","AMERICAN ECONOMIC JOURNAL-APPLIED ECONOMICS","Jan 2018",2018,10,1,175,206,"Completed",NA,"5","jhv39","Yes","No","Dataset restricted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"73","10.1257/mac.20120008","https://doi.org/10.1257/mac.20120008","Measured Aggregate Gains from International Trade","Burstein, Ariel; Cravino, Javier","AMERICAN ECONOMIC JOURNAL-MACROECONOMICS","Apr 2015",2015,7,2,181,218,"Completed",NA,"3","jhv39","Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"74","10.1257/mac.20140095","https://doi.org/10.1257/mac.20140095","Inflation and Price Adjustments: Micro Evidence from Norwegian Consumer Prices 1975-2004","Wulfsberg, Fredrik","AMERICAN ECONOMIC JOURNAL-MACROECONOMICS","Jul 2016",2016,8,3,175,194,"Completed",NA,"5","jhv39","Yes","No","Confidential data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"75","10.1257/mac.20140002","https://doi.org/10.1257/mac.20140002","Conventional and Unconventional Monetary Policy with Endogenous Collateral Constraints","Araujo, Aloisio; Schommer, Susan; Woodford, Michael","AMERICAN ECONOMIC JOURNAL-MACROECONOMICS","Jan 2015",2015,7,1,1,43,"Completed",NA,"4","jhv39","Incomplete",NA,"Fortran, plus requires application to download software programs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"76","10.1257/mac.20140043","https://doi.org/10.1257/mac.20140043","Optimal Intermediary Rents","Schroth, Josef","AMERICAN ECONOMIC JOURNAL-MACROECONOMICS","Jan 2016",2016,8,1,98,118,"Completed",NA,"3","jhv39","Incomplete",NA,"Assign SECOND REPLICATOR (MATLAB)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"77","10.1257/mac.20140064","https://doi.org/10.1257/mac.20140064","Job Ladders and Earnings of Displaced Workers","Krolikowski, Pawel","AMERICAN ECONOMIC JOURNAL-MACROECONOMICS","Apr 2017",2017,9,2,1,31,"Completed",NA,"3","jhv39","Yes","No","No instruction on which PSID data to use",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"78","10.1257/mac.20140084","https://doi.org/10.1257/mac.20140084","Bank Leverage Cycles","Nuno, Galo; Thomas, Carlos","AMERICAN ECONOMIC JOURNAL-MACROECONOMICS","Apr 2017",2017,9,2,32,72,"Completed",NA,"3","jhv39","Incomplete",NA,"Unable to install Dynare",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"79","10.1257/mac.20150359","https://doi.org/10.1257/mac.20150359","Noisy News in Business Cycles","Forinirni, Mario; Gambetti, Luca; Lippi, Marco; Sala, Luca","AMERICAN ECONOMIC JOURNAL-MACROECONOMICS","Oct 2017",2017,9,4,122,152,"Completed",NA,"3","jhv39","Yes","Partial","Can't find outputs for tables.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"80","10.1257/mac.6.3.1","https://doi.org/10.1257/mac.6.3.1","Persistence of Fortune: Accounting for Population Movements, There Was No Post-Columbian Reversal","Chanda, Areendam; Cook, Justin C.; Putterman, Louis","AMERICAN ECONOMIC JOURNAL-MACROECONOMICS","Jul 2017",2014,6,3,1,28,"Completed",NA,"1","jhv39","Yes","Partially","No code given for figures (all tables replicated)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"81","10.1257/mac.6.2.137","https://doi.org/10.1257/mac.6.2.137","How Frequent Are Small Price Changes?","Eichenbaum, Martin; Jaimovich, Nir; Rebelo, Sergio; Smith, Josephine","AMERICAN ECONOMIC JOURNAL-MACROECONOMICS","Apr 2017",2014,6,2,137,155,"Completed",NA,"5","jhv39","Yes","No","Confidential Data","Confidential/Proprietary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"82","10.1257/mac.6.2.156","https://doi.org/10.1257/mac.6.2.156","Missing Import Price Changes and Low Exchange Rate Pass-Through","Gagnon, Etienne; Mandel, Benjamin R.; Vigfusson, Robert J.","AMERICAN ECONOMIC JOURNAL-MACROECONOMICS","Apr 2017",2014,6,2,156,206,"Completed",NA,"3","jhv39","Yes","Partially","Same tables unreplicable due to confidential data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"83","10.1257/mac.6.2.207","https://doi.org/10.1257/mac.6.2.207","The Effects of Global Shocks on Small Commodity-Exporting Economies: Lessons from Canada","Charnavoki, Valery; Dolado, Juan J.","AMERICAN ECONOMIC JOURNAL-MACROECONOMICS","Apr 2017",2014,6,2,207,237,"Completed",NA,"1","jhv39","Yes","Partially","No code for tables or appendix",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"84","10.1257/mac.6.1.134","https://doi.org/10.1257/mac.6.1.134","Quantifying the Contribution of Search to Wage Inequality","Tjaden, Volker; Wellschmied, Felix","AMERICAN ECONOMIC JOURNAL-MACROECONOMICS","Jan 2017",2014,6,1,134,161,"Completed",NA,"3","jhv39","Incomplete",NA,"Reassigned",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"85","10.1257/mac.6.1.190","https://doi.org/10.1257/mac.6.1.190","A Theory of Countercyclical Government Multiplier","Michaillat, Pascal","AMERICAN ECONOMIC JOURNAL-MACROECONOMICS","Jan 2017",2014,6,1,190,217,"Completed",NA,"2","jhv39","Incomplete","No","Requires Dynare",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"86","10.1257/mac.5.2.32","https://doi.org/10.1257/mac.5.2.32","Importing Skill-Biased Technology","Burstein, Ariel; Cravino, Javier; Vogel, Jonathan","AMERICAN ECONOMIC JOURNAL-MACROECONOMICS","Apr 2013",2013,5,2,32,71,"Completed",NA,"2","jhv39","Yes","No","Code only generates matrices which are then used to generate tables/figs. No code for actual tables/figs. Perhaps someone with more MATLAB eperience would know how to generate the figs/tables",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"87","10.1257/app.20150076","https://doi.org/10.1257/app.20150076","Do Fiscal Rules Matter?","Grembi, Veronica; Nannicini, Tommaso; Troiano, Ugo","AMERICAN ECONOMIC JOURNAL-APPLIED ECONOMICS","Jul 2016",2016,8,3,1,30,"Completed",NA,"2","nbs52","Yes","Yes","The code uses outdated options for the rdrobust command. Specifically, the bwselect(CV) option is outdated and exclusive to the old version of rdrobust.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"88","10.1257/app.20150476","https://doi.org/10.1257/app.20150476","Does Early Life Exposure to Cigarette Smoke Permanently Harm Childhood Welfare? Evidence from Cigarette Tax Hikes","Simon, David","AMERICAN ECONOMIC JOURNAL-APPLIED ECONOMICS","Oct 2016",2016,8,4,128,159,"Completed",NA,"5","nbs52","Yes","No","Primary datasets are restricted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"89","10.1257/app.20150532","https://doi.org/10.1257/app.20150532","Human Capital Persistence and Development","Rocha, Rudi; Ferraz, Claudio; Soares, Rodrigo R.","AMERICAN ECONOMIC JOURNAL-APPLIED ECONOMICS","Oct 2017",2017,9,4,105,136,"Completed",NA,"2","nbs52","Yes","Partial","Some numbers in tables not provided",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"90","10.1257/app.20150540","https://doi.org/10.1257/app.20150540","Persuasion: A Case Study of Papal Influences on Fertility- Related Beliefs and Behavior","Bassi, Vittorio; Rasul, Imran","AMERICAN ECONOMIC JOURNAL-APPLIED ECONOMICS","Oct 2017",2017,9,4,250,302,"Completed",NA,NA,"nbs52","Yes","No","Primary datasets are restricted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"91","10.1257/app.20160089","https://doi.org/10.1257/app.20160089","Social Media and Corruption","Enikolopov, Ruben; Petrova, Maria; Sonin, Konstantin","AMERICAN ECONOMIC JOURNAL-APPLIED ECONOMICS","Jan 2018",2018,10,1,150,174,"Completed",NA,"4","nbs52","Yes","Partial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"92","10.1257/app.20160278","https://doi.org/10.1257/app.20160278","For Better or for Worse?: Education and the Prevalence of Domestic Violence in Turkey","Erten, Bilge; Keskin, Pinar","AMERICAN ECONOMIC JOURNAL-APPLIED ECONOMICS","Jan 2018",2018,10,1,64,105,"Completed",NA,"5","nbs52","Yes","No","Primary datasets are restricted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"93","10.1257/app.20160307","https://doi.org/10.1257/app.20160307","The Economic Impact of Hurricane Katrina on Its Victims: Evidence from Individual Tax Returns","Deryugina, Tatyana; Kawano, Laura; Levitt, Steven","AMERICAN ECONOMIC JOURNAL-APPLIED ECONOMICS","Apr 2018",2018,10,2,202,233,"Completed",NA,"5","nbs52","Yes","No","Datasets restricted/not provided","Confidential",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"94","10.1257/mac.20120151","https://doi.org/10.1257/mac.20120151","Debt Portfolios and Homestead Exemptions","Hintermaier, Thomas; Koeniger, Winfried","AMERICAN ECONOMIC JOURNAL-MACROECONOMICS","Oct 2016",2016,8,4,103,141,"Completed",NA,"5","nbs52","Yes","No","Requires Fortran/Matlab, likely beyond my capabilities",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"95","10.1257/mac.20120222","https://doi.org/10.1257/mac.20120222","Consumption Volatility, Marketization, and Expenditure in an Emerging Market Economy","Hicks, Daniel L.","AMERICAN ECONOMIC JOURNAL-MACROECONOMICS","Apr 2015",2015,7,2,95,123,"Completed",NA,"2","nbs52","Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"96","10.1257/mac.20130306","https://doi.org/10.1257/mac.20130306","Is the Phillips Curve Alive and Well after All? Inflation Expectations and the Missing Disinflation","Coibion, Olivier; Gorodnichenko, Yuriy","AMERICAN ECONOMIC JOURNAL-MACROECONOMICS","Jan 2015",2015,7,1,197,232,"Completed",NA,"3","nbs52","Yes","Partial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"97","10.1257/mac.20130324","https://doi.org/10.1257/mac.20130324","Monetary Policy and Real Borrowing Costs at the Zero Lower Bound","Gilchrist, Simon; Lopez-Salido, David; Zakrajsek, Egon","AMERICAN ECONOMIC JOURNAL-MACROECONOMICS","Jan 2015",2015,7,1,77,109,"Completed",NA,"2","nbs52","Yes","Partial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"98","10.1257/mac.20140003","https://doi.org/10.1257/mac.20140003","The Effects of Monetary Policy on Stock Market Bubbles: Some Evidence","Gali, Jordi; Gambetti, Luca","AMERICAN ECONOMIC JOURNAL-MACROECONOMICS","Jan 2015",2015,7,1,233,257,"Completed",NA,"3","nbs52","Incomplete",NA,"Matlab file crashes after running for about 3.5 days; see REPLICATION.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"99","10.1257/mac.20140093","https://doi.org/10.1257/mac.20140093","Optimal Sovereign Default","Adam, Klaus; Grill, Michael","AMERICAN ECONOMIC JOURNAL-MACROECONOMICS","Jan 2017",2017,9,1,128,164,"Completed",NA,"5","nbs52","Yes","No","No programs provided",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"100","10.1257/mac.20150117","https://doi.org/10.1257/mac.20150117","Early Childhood Human Capital and Development","Schoellman, Todd","AMERICAN ECONOMIC JOURNAL-MACROECONOMICS","Jul 2016",2016,8,3,145,174,"Completed",NA,"4","nbs52","Incomplete","Partial","One Stata program requires FORTRAN inputs; however, still managed to replicate some figures. See REPLICATION.txt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"101","10.1257/mac.20150218","https://doi.org/10.1257/mac.20150218","Credit Relationships and Business Bankruptcy during the Great Depression","Hansen, Mary Eschelbach; Ziebarth, Nicolas L.","AMERICAN ECONOMIC JOURNAL-MACROECONOMICS","Apr 2017",2017,9,2,228,255,"Completed",NA,"2","nbs52","Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"102","10.1257/mac.20140016","https://doi.org/10.1257/mac.20140016","The Response of Tail Risk Perceptions to Unconventional Monetary Policy","Hattori, Masazumi; Schrimpf, Andreas; Sushko, Vladyslav","AMERICAN ECONOMIC JOURNAL-MACROECONOMICS","Apr 2016",2016,8,2,111,136,"Completed",NA,"2","nbs52","Yes","Partial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"103","10.1257/mac.20150331","https://doi.org/10.1257/mac.20150331","Why Don't Households Smooth Consumption? Evidence from a $25 Million Experiment","Parker, Jonathan A.","AMERICAN ECONOMIC JOURNAL-MACROECONOMICS","Oct 2017",2017,9,4,153,183,"Completed",NA,"5","nbs52","Yes","No","Datasets are restricted",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"104","10.1257/mac.20140139","https://doi.org/10.1257/mac.20140139","Optimal Monetary and Prudential Policies","Collard, Fabrice; Dellas, Harris; Diba, Behzad; Loisel, Olivier","AMERICAN ECONOMIC JOURNAL-MACROECONOMICS","Jan 2017",2017,9,1,40,87,"Completed",NA,"5","nbs52","Incomplete","No","Requires Dynare",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"105","10.1257/mac.20140147","https://doi.org/10.1257/mac.20140147","Excessive Financing Costs in a Representative Agent Framework","Eden, Maya","AMERICAN ECONOMIC JOURNAL-MACROECONOMICS","Apr 2016",2016,8,2,215,237,"Completed",NA,"3","nbs52","Yes","Partial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"106","10.1257/mac.20140171","https://doi.org/10.1257/mac.20140171","Untitled Land, Occupational Choice, and Agricultural Productivity","Chen, Chaoran","AMERICAN ECONOMIC JOURNAL-MACROECONOMICS","Oct 2017",2017,9,4,91,121,"Completed",NA,"3","nbs52","Yes","Partial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"107","10.1257/mac.20140233","https://doi.org/10.1257/mac.20140233","Financial Intermediation, Leverage, and Macroeconomic Instability","Phelan, Gregory","AMERICAN ECONOMIC JOURNAL-MACROECONOMICS","Oct 2016",2016,8,4,199,224,"Completed",NA,"3","nbs52","Yes","Partial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"108","10.1257/mac.6.2.71","https://doi.org/10.1257/mac.6.2.71","Persistent Liquidity Effects and Long-Run Money Demand","Alvarez, Fernando; Lippi, Francesco","AMERICAN ECONOMIC JOURNAL-MACROECONOMICS","Apr 2017",2014,6,2,71,107,"Completed",NA,"2","nbs52",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"109","10.1257/mac.4.1.190","https://doi.org/10.1257/mac.4.1.190","Tranching, CDS, and Asset Prices: How Financial Innovation Can Cause Bubbles and Crashes","Fostel, Ana; Geanakoplos, John","AMERICAN ECONOMIC JOURNAL-MACROECONOMICS","Jan 2012",2012,4,1,190,225,"Completed",NA,"3","nbs52","In Progress",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"110","10.1257/app.20130472","https://doi.org/10.1257/app.20130472","One Mandarin Benefits the Whole Clan: Hometown Favoritism in an Authoritarian Regime","Do, Quoc-Anh; Nguyen, Kieu-Trang; Tran, Anh N.","AMERICAN ECONOMIC JOURNAL-APPLIED ECONOMICS","Oct 2017",2017,9,4,1,29,"Completed",NA,"2","nwl27","Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"111","10.1257/app.20140135","https://doi.org/10.1257/app.20140135","Understanding the Changing Structure of Scientific Inquiry","Agrawal, Ajay; Goldfarb, Avi; Teodoridis, Florenta","AMERICAN ECONOMIC JOURNAL-APPLIED ECONOMICS","Jan 2016",2016,8,1,100,128,"Completed",NA,"2","nwl27","Yes","No",NA,NA,"vsn9","Yes","Partial",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"112","10.1257/app.20140262","https://doi.org/10.1257/app.20140262","Does Grief Transfer across Generations? Bereavements during Pregnancy and Child Outcomes","Black, Sandra E.; Devereux, Paul J.; Salvanes, Kjell G.","AMERICAN ECONOMIC JOURNAL-APPLIED ECONOMICS","Jan 2016",2016,8,1,193,223,"Completed",NA,"4","nwl27","Yes","No","I tried scanning through Statistics Norway's website and due to the vagueness with which the authors refer to the dataset the information may be impossible to find","Unable to find data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"113","10.1257/app.20140405","https://doi.org/10.1257/app.20140405","The Impact of Women's Health Clinic Closures on Preventive Care","Lu, Yao; Slusky, David J. G.","AMERICAN ECONOMIC JOURNAL-APPLIED ECONOMICS","Jul 2016",2016,8,3,100,124,"Completed",NA,"5","nwl27","Yes","No","Datasets only partially provided, but code is impossible to run without all the data present",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"114","10.1257/app.20150023","https://doi.org/10.1257/app.20150023","The Returns to Microenterprise Support among the Ultrapoor: A Field Experiment in Postwar Uganda","Blattman, Christopher; Green, Eric P.; Jamison, Julian; Lehmann, M. Christian; Annan, Jeannie","AMERICAN ECONOMIC JOURNAL-APPLIED ECONOMICS","Apr 2016",2016,8,2,35,64,"Completed",NA,"2","nwl27","Incomplete","No","Running into the following error: command xml_tab not recognized. However, xml_tab is already installed in my version of Stata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"115","10.1257/app.20150087","https://doi.org/10.1257/app.20150087","Universal Investment in Infants and Long-Run Health: Evidence from Denmark's 1937 Home Visiting Program","Hjort, Jonas; Solvsten, Mikkel; Wust, Miriam","AMERICAN ECONOMIC JOURNAL-APPLIED ECONOMICS","Oct 2017",2017,9,4,78,104,"Completed",NA,"5","nwl27","Yes","No","Data requires working with a Danish research institution for access","Confidential",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"116","10.1257/app.20150112","https://doi.org/10.1257/app.20150112","Buy the Book? Evidence on the Effect of Textbook Funding on School-Level Achievement","Holden, Kristian L.","AMERICAN ECONOMIC JOURNAL-APPLIED ECONOMICS","Oct 2016",2016,8,4,100,127,"Completed",NA,"2","nwl27","Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"117","10.1257/app.20150114","https://doi.org/10.1257/app.20150114","Immigrants' Effect on Native Workers: New Analysis on Longitudinal Data","Foged, Mette; Peri, Giovanni","AMERICAN ECONOMIC JOURNAL-APPLIED ECONOMICS","Apr 2016",2016,8,2,1,34,"Completed",NA,"5","nwl27","Yes","No","Datasets not provided","Confidential/Proprietary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
"118","10.1257/app.20150234","https://doi.org/10.1257/app.20150234","Financial Incentives and the Fertility-Sex Ratio Trade-Off","Anukriti, S.","AMERICAN ECONOMIC JOURNAL-APPLIED ECONOMICS","Apr 2018",2018,10,2,27,57,"Completed",NA,"4","nwl27","Incomplete",NA,"I’m not sure how to locate the National Family Health Survey, so I am still holding back on which files to download. There are over 20 different levels of surveys, from individuals to households, but none of them are titled “National Family Health Survey”. I am wondering if there is someone more experienced with this data who might be able to locate it.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER Summer 2018 forward"
