"","DOI","title","author","year","volume","number","url","journal"
"301","10.1257/mic.20160200","More Haste, Less Speed? Signaling through Investment Timing","Catherine Bobtcheff and Raphaël Levy","2017","9","3","https://doi.org/10.1257/mic.20160200","American Economic Journal: Microeconomics"
"302","10.1257/mic.20150325","Collective Self-Control","Alessandro Lizzeri and Leeat Yariv","2017","9","3","https://doi.org/10.1257/mic.20150325","American Economic Journal: Microeconomics"
"303","10.1257/mic.20150298","Dynamic Agenda Setting","Ying Chen and Hülya Eraslan","2017","9","2","https://doi.org/10.1257/mic.20150298","American Economic Journal: Microeconomics"
"304","10.1257/mic.20150295","Pricing Institutions and the Welfare Cost of Adverse Selection","E. Glen Weyl and Andr{\'{e}} Veiga","2017","9","2","https://doi.org/10.1257/mic.20150295","American Economic Journal: Microeconomics"
"305","10.1257/mic.20160124","Designing Matching Mechanisms under General Distributional Constraints","Masahiro Goto and Fuhito Kojima and Ryoji Kurata and Akihisa Tamura and Makoto Yokoo","2017","9","2","https://doi.org/10.1257/mic.20160124","American Economic Journal: Microeconomics"
"306","10.1257/mic.20160082","Social Status in Networks","Nicole Immorlica and Rachel Kranton and Mihai Manea and Greg Stoddard","2017","9","1","https://doi.org/10.1257/mic.20160082","American Economic Journal: Microeconomics"
"307","10.1257/mic.20150031","Bargaining over Entry with a Compulsory License Deadline: Price Spillovers and Surplus Expansion","Eric W. Bond and Kamal Saggi","2017","9","1","https://doi.org/10.1257/mic.20150031","American Economic Journal: Microeconomics"
"308","10.1257/mic.20150138","Power Dynamics in Organizations","Jin Li and Niko Matouschek and Michael Powell","2017","9","1","https://doi.org/10.1257/mic.20150138","American Economic Journal: Microeconomics"
"309","10.1257/mic.20150201","Call Market Experiments: Efficiency and Price Discovery through Multiple Calls and Emergent Newton Adjustments","Charles R. Plott and Kirill Pogorelskiy","2017","9","4","https://doi.org/10.1257/mic.20150201","American Economic Journal: Microeconomics"
"310","10.1257/mic.20140182","If Many Seek, Ye Shall Find: Search Externalities and New Goods","Maciej H. Kotowski and Richard J. Zeckhauser","2017","9","4","https://doi.org/10.1257/mic.20140182","American Economic Journal: Microeconomics"
"311","10.1257/mic.20160107","Comparing Voting by Committees According to Their Manipulability","R. Pablo Arribillaga and Jordi Mass{\'{o}}","2017","9","4","https://doi.org/10.1257/mic.20160107","American Economic Journal: Microeconomics"
"312","10.1257/mic.20160040","Ideology as Opinion: A Spatial Model of Common-Value Elections","Joseph McMurray","2017","9","4","https://doi.org/10.1257/mic.20160040","American Economic Journal: Microeconomics"
"313","10.1257/mic.20160201","The Coevolution of Segregation, Polarized Beliefs, and Discrimination: The Case of Private versus State Education","Gilat Levy and Ronny Razin","2017","9","4","https://doi.org/10.1257/mic.20160201","American Economic Journal: Microeconomics"
"314","10.1257/mic.20160016","Partner Uncertainty and the Dynamic Boundary of the Firm","Thomas Hellmann and Veikko Thiele","2017","9","4","https://doi.org/10.1257/mic.20160016","American Economic Journal: Microeconomics"
"315","10.1257/mic.20160010","Welfare Consequences of Information Aggregation and Optimal Market Size","Kei Kawakami","2017","9","4","https://doi.org/10.1257/mic.20160010","American Economic Journal: Microeconomics"
"316","10.1257/mic.20150253","Centralized Decision Making and Informed Lobbying","Rafael Costa Lima and Humberto Moreira and Thierry Verdier","2017","9","4","https://doi.org/10.1257/mic.20150253","American Economic Journal: Microeconomics"
"317","10.1257/mic.20160087","Efficient Procurement Auctions with Increasing Returns","Oleg Baranov and Christina Aperjis and Lawrence M. Ausubel and Thayer Morrill","2017","9","3","https://doi.org/10.1257/mic.20160087","American Economic Journal: Microeconomics"
"318","10.1257/mic.20150199","Bend Them but Don{\textquotesingle}t Break Them: Passionate Workers, Skeptical Managers, and Decision Making in Organizations","Omar A. Nayeem","2017","9","3","https://doi.org/10.1257/mic.20150199","American Economic Journal: Microeconomics"
"319","10.1257/mic.20160088","Simultaneous Search and Efficiency of Entry and Search Intensity","Pieter A. Gautier and Christian L. Holzner","2017","9","3","https://doi.org/10.1257/mic.20160088","American Economic Journal: Microeconomics"
"320","10.1257/mic.20150296","The Good Samaritan and Traffic on the Road to Jericho","Ted Bergstrom","2017","9","2","https://doi.org/10.1257/mic.20150296","American Economic Journal: Microeconomics"
"321","10.1257/mic.20150254","Strategic Vote Trading in Power Sharing Systems","Dimitrios Xefteris and Nicholas Ziros","2017","9","2","https://doi.org/10.1257/mic.20150254","American Economic Journal: Microeconomics"
"322","10.1257/mic.20140272","Disclosure and Legal Advice","Yeon-Koo Che and Sergei Severinov","2017","9","2","https://doi.org/10.1257/mic.20140272","American Economic Journal: Microeconomics"
"323","10.1257/mic.20150237","Age-Dependent Payoffs and Assortative Matching by Age in a Market with Search","Anja Sautmann","2017","9","2","https://doi.org/10.1257/mic.20150237","American Economic Journal: Microeconomics"
"324","10.1257/mic.20140212","Aggregate Uncertainty Can Lead to Incorrect Herds","Ignacio Monz{\'{o}}n","2017","9","2","https://doi.org/10.1257/mic.20140212","American Economic Journal: Microeconomics"
"325","10.1257/mic.20150105","Procurement Design with Corruption","Roberto Burguet","2017","9","2","https://doi.org/10.1257/mic.20150105","American Economic Journal: Microeconomics"
"326","10.1257/mic.20150172","Making Case-Based Decision Theory Directly Observable","Han Bleichrodt and Martin Filko and Amit Kothiyal and Peter P. Wakker","2017","9","1","https://doi.org/10.1257/mic.20150172","American Economic Journal: Microeconomics"
"327","10.1257/mic.20150151","From Peer Pressure to Biased Norms","Moti Michaeli and Daniel Spiro","2017","9","1","https://doi.org/10.1257/mic.20150151","American Economic Journal: Microeconomics"
"328","10.1257/mic.20150119","Incentives for Quality in Friendly and Hostile Informational Environments","Pierre Fleckinger and Matthieu Glachant and Gabrielle Moineville","2017","9","1","https://doi.org/10.1257/mic.20150119","American Economic Journal: Microeconomics"
"329","10.1257/mic.20150080","Matching Patterns When Group Size Exceeds Two","Christian Ahlin","2017","9","1","https://doi.org/10.1257/mic.20150080","American Economic Journal: Microeconomics"
"330","10.1257/mic.20140103","A Theory of Rational Demand for Index Insurance","Daniel J. Clarke","2016","8","1","https://doi.org/10.1257/mic.20140103","American Economic Journal: Microeconomics"
"331","10.1257/mic.20140145","Internal Geography, International Trade, and Regional Specialization","A. Kerem Co{\c{s}}ar and Pablo D. Fajgelbaum","2016","8","1","https://doi.org/10.1257/mic.20140145","American Economic Journal: Microeconomics"
"332","10.1257/mic.20140138","Exploitative Innovation","Paul Heidhues and Botond K{\H{o}}szegi and Takeshi Murooka","2016","8","1","https://doi.org/10.1257/mic.20140138","American Economic Journal: Microeconomics"
"333","10.1257/mic.20140015","Unpacking the Long-Run Effects of Tariff Shocks: New Structural Implications from Firm Heterogeneity Models","Alan Spearot","2016","8","2","https://doi.org/10.1257/mic.20140015","American Economic Journal: Microeconomics"
"334","10.1257/mic.20150019","Either or Both Competition: A {\textquotedblleft}Two-Sided{\textquotedblright} Theory of Advertising with Overlapping Viewerships","Attila Ambrus and Emilio Calvano and Markus Reisinger","2016","8","3","https://doi.org/10.1257/mic.20150019","American Economic Journal: Microeconomics"
"335","10.1257/mic.20130138","Search Advertising","Alexandre de Corni{\`{e}}re","2016","8","3","https://doi.org/10.1257/mic.20130138","American Economic Journal: Microeconomics"
"336","10.1257/mic.20130254","Detecting Bidders Groups in Collusive Auctions","Timothy G. Conley and Francesco Decarolis","2016","8","2","https://doi.org/10.1257/mic.20130254","American Economic Journal: Microeconomics"
"337","10.1257/mic.20150035","Manipulability of Stable Mechanisms","Peter Chen and Michael Egesdal and Marek Pycia and M. Bumin Yenmez","2016","8","2","https://doi.org/10.1257/mic.20150035","American Economic Journal: Microeconomics"
"338","10.1257/mic.20140068","Team versus Individual Play in Finitely Repeated Prisoner Dilemma Games","John H. Kagel and Peter McGee","2016","8","2","https://doi.org/10.1257/mic.20140068","American Economic Journal: Microeconomics"
"339","10.1257/mic.20130274","Belief Elicitation with a Synchronized Lottery Choice Menu That Is Invariant to Risk Attitudes","Charles A. Holt and Angela M. Smith","2016","8","1","https://doi.org/10.1257/mic.20130274","American Economic Journal: Microeconomics"
"340","10.1257/mic.20150126","The Dynamic Free Rider Problem: A Laboratory Study","Marco Battaglini and Salvatore Nunnari and Thomas R. Palfrey","2016","8","4","https://doi.org/10.1257/mic.20150126","American Economic Journal: Microeconomics"
"341","10.1257/mic.20160018","Achieving Efficiency in Dynamic Contribution Games","Jak{\v{s}}a Cvitani{\'{c}} and George Georgiadis","2016","8","4","https://doi.org/10.1257/mic.20160018","American Economic Journal: Microeconomics"
"342","10.1257/mic.20150083","Inducing Leaders to Take Risky Decisions: Dismissal, Tenure, and Term Limits","Philippe Aghion and Matthew O. Jackson","2016","8","3","https://doi.org/10.1257/mic.20150083","American Economic Journal: Microeconomics"
"343","10.1257/mic.20140135","Strategic Information Acquisition and Transmission","Rossella Argenziano and Sergei Severinov and Francesco Squintani","2016","8","3","https://doi.org/10.1257/mic.20140135","American Economic Journal: Microeconomics"
"344","10.1257/mic.20140008","Separating Bayesian Updating from Non-Probabilistic Reasoning: An Experimental Investigation","Dan Levin and James Peck and Asen Ivanov","2016","8","2","https://doi.org/10.1257/mic.20140008","American Economic Journal: Microeconomics"
"345","10.1257/mic.20130253","Social Learning with Costly Search","Manuel Mueller-Frank and Mallesh M. Pai","2016","8","1","https://doi.org/10.1257/mic.20130253","American Economic Journal: Microeconomics"
"346","10.1257/mic.20150020","Bid Takers or Market Makers? The Effect of Auctioneers on Auction Outcome","Nicola Lacetera and Bradley J. Larsen and Devin G. Pope and Justin R. Sydnor","2016","8","4","https://doi.org/10.1257/mic.20150020","American Economic Journal: Microeconomics"
"347","10.1257/mic.20150070","Bailouts and the Preservation of Competition: The Case of the Federal Timber Contract Payment Modification Act","James W. Roberts and Andrew Sweeting","2016","8","3","https://doi.org/10.1257/mic.20150070","American Economic Journal: Microeconomics"
"348","10.1257/mic.20140238","The Utilitarian Relevance of the Aggregation Theorem","Marc Fleurbaey and Philippe Mongin","2016","8","3","https://doi.org/10.1257/mic.20140238","American Economic Journal: Microeconomics"
"349","10.1257/mic.20140244","Generalized Systematic Risk","Ohad Kadan and Fang Liu and Suying Liu","2016","8","2","https://doi.org/10.1257/mic.20140244","American Economic Journal: Microeconomics"
"350","10.1257/mic.20140147","Falling Dominoes: A Theory of Rare Events and Crisis Contagion","Heng Chen and Wing Suen","2016","8","1","https://doi.org/10.1257/mic.20140147","American Economic Journal: Microeconomics"
"351","10.1257/mic.20130126","Testing the General Validity of the Heckscher-Ohlin Theorem","Daniel M. Bernhofen and John C. Brown","2016","8","4","https://doi.org/10.1257/mic.20130126","American Economic Journal: Microeconomics"
"352","10.1257/mic.20140240","Voluntary Contributions and Collective Redistribution","Andrzej Baranski","2016","8","4","https://doi.org/10.1257/mic.20140240","American Economic Journal: Microeconomics"
"353","10.1257/mic.20150332","Naked Exclusion with Private Offers","Jeanine Mikl{\'{o}}s-Thal and Greg Shaffer","2016","8","4","https://doi.org/10.1257/mic.20150332","American Economic Journal: Microeconomics"
"354","10.1257/mic.20150072","Naked Exclusion and the Volatility of Innovation","Christodoulos Stefanadis","2016","8","3","https://doi.org/10.1257/mic.20150072","American Economic Journal: Microeconomics"
"355","10.1257/mic.20140237","Screening for Good Patent Pools through Price Caps on Individual Licenses","Aleksandra Boutin","2016","8","3","https://doi.org/10.1257/mic.20140237","American Economic Journal: Microeconomics"
"356","10.1257/mic.20140190","Keeping Secrets: The Economics of Access Deterrence","Emeric Henry and Francisco Ruiz-Aliseda","2016","8","3","https://doi.org/10.1257/mic.20140190","American Economic Journal: Microeconomics"
"357","10.1257/mic.20140143","Just Enough or All: Selling a Firm","Mehmet Ekmekci and Nenad Kos and Rakesh Vohra","2016","8","3","https://doi.org/10.1257/mic.20140143","American Economic Journal: Microeconomics"
"358","10.1257/mic.20130036","Flip-Flopping, Primary Visibility, and the Selection of Candidates","Marina Agranov","2016","8","2","https://doi.org/10.1257/mic.20130036","American Economic Journal: Microeconomics"
"359","10.1257/mic.20140241","Character Endorsements and Electoral Competition","Archishman Chakraborty and Parikshit Ghosh","2016","8","2","https://doi.org/10.1257/mic.20140241","American Economic Journal: Microeconomics"
"360","10.1257/mic.20120112","Dynamic Signaling with Dropout Risk","Francesc Dilm{\'{e}} and Fei Li","2016","8","1","https://doi.org/10.1257/mic.20120112","American Economic Journal: Microeconomics"
"361","10.1257/mic.20140167","Intermediaries in Two-Sided Markets: An Empirical Analysis of the {US} Cable Television Industry","Andre Boik","2016","8","1","https://doi.org/10.1257/mic.20140167","American Economic Journal: Microeconomics"
"362","10.1257/mic.20150116","An Alternative to Signaling: Directed Search and Substitution","Matthew Levy and Bal{\'{a}}zs Szentes","2016","8","4","https://doi.org/10.1257/mic.20150116","American Economic Journal: Microeconomics"
"363","10.1257/mic.20130270","Delegating Multiple Decisions","Alex Frankel","2016","8","4","https://doi.org/10.1257/mic.20130270","American Economic Journal: Microeconomics"
"364","10.1257/mic.20140151","News Aggregators and Competition among Newspapers on the Internet","Doh-Shin Jeon and Nikrooz Nasr","2016","8","4","https://doi.org/10.1257/mic.20140151","American Economic Journal: Microeconomics"
"365","10.1257/mic.20150009","The (Human) Sampler{\textquotesingle}s Curses","Mark Thordal-Le Quement","2016","8","4","https://doi.org/10.1257/mic.20150009","American Economic Journal: Microeconomics"
"366","10.1257/mic.20140232","Exchange Efficiency with Weak Ownership Rights","Oren Bar-Gill and Nicola Persico","2016","8","4","https://doi.org/10.1257/mic.20140232","American Economic Journal: Microeconomics"
"367","10.1257/mic.20150056","Comparative Risk Aversion in the Presence of Ambiguity","Marie-Charlotte Guetlein","2016","8","3","https://doi.org/10.1257/mic.20150056","American Economic Journal: Microeconomics"
"368","10.1257/mic.20140137","Entry Deterrence in Dynamic Second-Price Auctions","Xiaogang Che and Tilman Klumpp","2016","8","2","https://doi.org/10.1257/mic.20140137","American Economic Journal: Microeconomics"
"369","10.1257/mic.20140200","Affirmative Action: One Size Does Not Fit All","Kala Krishna and Alexander Tarasov","2016","8","2","https://doi.org/10.1257/mic.20140200","American Economic Journal: Microeconomics"
"370","10.1257/mic.20140204","Don{\textquotesingle}t Demotivate, Discriminate","Jurjen J. A. Kamphorst and Otto H. Swank","2016","8","1","https://doi.org/10.1257/mic.20140204","American Economic Journal: Microeconomics"
"371","10.1257/mic.20140110","Investing in Skill and Searching for Coworkers: Endogenous Participation in a Matching Market","Chris Bidner and Guillaume Roger and Jessica Moses","2016","8","1","https://doi.org/10.1257/mic.20140110","American Economic Journal: Microeconomics"
"372","10.1257/mic.20140262","Reallocation Costs and Efficiency","Yuval Salant and Ron Siegel","2016","8","1","https://doi.org/10.1257/mic.20140262","American Economic Journal: Microeconomics"
"373","10.1257/mic.20130046","Assessing Sale Strategies in Online Markets Using Matched Listings","Liran Einav and Theresa Kuchler and Jonathan Levin and Neel Sundaresan","2015","7","2","https://doi.org/10.1257/mic.20130046","American Economic Journal: Microeconomics"
"374","10.1257/mic.20140161","Collective Dynamic Choice: The Necessity of Time Inconsistency","Matthew O. Jackson and Leeat Yariv","2015","7","4","https://doi.org/10.1257/mic.20140161","American Economic Journal: Microeconomics"
"375","10.1257/mic.20120027","Expanding {\textquotedblleft}Choice{\textquotedblright} in School Choice","Atila Abdulkadiro{\u{g}}lu and Yeon-Koo Che and Yosuke Yasuda","2015","7","1","https://doi.org/10.1257/mic.20120027","American Economic Journal: Microeconomics"
"376","10.1257/mic.20130196","Testing Ambiguity Models through the Measurement of Probabilities for Gains and Losses","Aur{\'{e}}lien Baillon and Han Bleichrodt","2015","7","2","https://doi.org/10.1257/mic.20130196","American Economic Journal: Microeconomics"
"377","10.1257/mic.20100119","What Makes Them Click: Empirical Analysis of Consumer Demand for Search Advertising","Przemyslaw Jeziorski and Ilya Segal","2015","7","3","https://doi.org/10.1257/mic.20100119","American Economic Journal: Microeconomics"
"378","10.1257/mic.20140155","Selling Cookies","Dirk Bergemann and Alessandro Bonatti","2015","7","3","https://doi.org/10.1257/mic.20140155","American Economic Journal: Microeconomics"
"379","10.1257/mic.20130221","State Censorship","Mehdi Shadmehr and Dan Bernhardt","2015","7","2","https://doi.org/10.1257/mic.20130221","American Economic Journal: Microeconomics"
"380","10.1257/mic.20130104","Loss Aversion and Consumption Choice: Theory and Experimental Evidence","Heiko Karle and Georg Kirchsteiger and Martin Peitz","2015","7","2","https://doi.org/10.1257/mic.20130104","American Economic Journal: Microeconomics"
"381","10.1257/mic.20120232","Optimal Design of Trade Agreements in the Presence of Renegotiation","Giovanni Maggi and Robert W. Staiger","2015","7","1","https://doi.org/10.1257/mic.20120232","American Economic Journal: Microeconomics"
"382","10.1257/mic.20130162","Net Neutrality, Business Models, and Internet Interconnection","Jay Pil Choi and Doh-Shin Jeon and Byung-Cheol Kim","2015","7","3","https://doi.org/10.1257/mic.20130162","American Economic Journal: Microeconomics"
"383","10.1257/mic.20130182","Market Structure, Reputation, and the Value of Quality Certification","Daniel W. Elfenbein and Raymond Fisman and Brian McManus","2015","7","4","https://doi.org/10.1257/mic.20130182","American Economic Journal: Microeconomics"
"384","10.1257/mic.20130100","Organizing to Adapt and Compete","Ricardo Alonso and Wouter Dessein and Niko Matouschek","2015","7","2","https://doi.org/10.1257/mic.20130100","American Economic Journal: Microeconomics"
"385","10.1257/mic.20130080","Grading Standards and Education Quality","Raphael Boleslavsky and Christopher Cotton","2015","7","2","https://doi.org/10.1257/mic.20130080","American Economic Journal: Microeconomics"
"386","10.1257/mic.20130006","Information and Extremism in Elections","Raphael Boleslavsky and Christopher Cotton","2015","7","1","https://doi.org/10.1257/mic.20130006","American Economic Journal: Microeconomics"
"387","10.1257/mic.20130163","Uncertainty and Trade Agreements","Nuno Lim{\~{a}}o and Giovanni Maggi","2015","7","4","https://doi.org/10.1257/mic.20130163","American Economic Journal: Microeconomics"
"388","10.1257/mic.20130118","Inferring Rationales from Choice: Identification for Rational Shortlist Methods","Rohan Dutta and Sean Horan","2015","7","4","https://doi.org/10.1257/mic.20130118","American Economic Journal: Microeconomics"
"389","10.1257/mic.20140252","Group Polarization in a Model of Information Aggregation","Nicolas Roux and Joel Sobel","2015","7","4","https://doi.org/10.1257/mic.20140252","American Economic Journal: Microeconomics"
"390","10.1257/mic.20110106","Affiliation and Entry in First-Price Auctions with Heterogeneous Bidders: An Analysis of Merger Effects","Tong Li and Bingyu Zhang","2015","7","2","https://doi.org/10.1257/mic.20110106","American Economic Journal: Microeconomics"
"391","10.1257/mic.20110077","Repeated Interaction and Rating Inflation: A Model of Double Reputation","Sivan Frenkel","2015","7","1","https://doi.org/10.1257/mic.20110077","American Economic Journal: Microeconomics"
"392","10.1257/mic.20130098","Inefficiencies in Networked Markets","Matthew Elliott","2015","7","4","https://doi.org/10.1257/mic.20130098","American Economic Journal: Microeconomics"
"393","10.1257/mic.20130150","Sharp for {SARP}: Nonparametric Bounds on Counterfactual Demands","Richard Blundell and Martin Browning and Laurens Cherchye and Ian Crawford and Bram De Rock and Frederic Vermeulen","2015","7","1","https://doi.org/10.1257/mic.20130150","American Economic Journal: Microeconomics"
"394","10.1257/mic.20120109","Distributional Preferences, Reciprocity-Like Behavior, and Efficiency in Bilateral Exchange","Daniel J. Benjamin","2015","7","1","https://doi.org/10.1257/mic.20120109","American Economic Journal: Microeconomics"
"395","10.1257/mic.20130067","Collusion and the Organization of the Firm","Alfredo Burlando and Alberto Motta","2015","7","3","https://doi.org/10.1257/mic.20130067","American Economic Journal: Microeconomics"
"396","10.1257/mic.20130234","Referrals: Peer Screening and Enforcement in a Consumer Credit Field Experiment","Gharad Bryan and Dean Karlan and Jonathan Zinman","2015","7","3","https://doi.org/10.1257/mic.20130234","American Economic Journal: Microeconomics"
"397","10.1257/mic.20130164","Quality Disclosure Programs and Internal Organizational Practices: Evidence from Airline Flight Delays","Silke J. Forbes and Mara Lederman and Trevor Tombe","2015","7","2","https://doi.org/10.1257/mic.20130164","American Economic Journal: Microeconomics"
"398","10.1257/mic.20130277","Formal versus Informal Monitoring in Teams","Alex Gershkov and Eyal Winter","2015","7","2","https://doi.org/10.1257/mic.20130277","American Economic Journal: Microeconomics"
"399","10.1257/mic.20120032","Innovation, Trade, and Finance","Peter Egger and Christian Keuschnigg","2015","7","2","https://doi.org/10.1257/mic.20120032","American Economic Journal: Microeconomics"
"400","10.1257/mic.20130139","Bankruptcy: Is It Enough to Forgive or Must We Also Forget?","Ronel Elul and Piero Gottardi","2015","7","4","https://doi.org/10.1257/mic.20130139","American Economic Journal: Microeconomics"
"401","10.1257/mic.20120085","Cyber-Shilling in Automobile Auctions: Evidence from a Field Experiment","David Grether and David Porter and Matthew Shum","2015","7","3","https://doi.org/10.1257/mic.20120085","American Economic Journal: Microeconomics"
"402","10.1257/mic.20140054","Antitrust Leniency with Multiproduct Colluders","Leslie M. Marx and Claudio Mezzetti and Robert C. Marshall","2015","7","3","https://doi.org/10.1257/mic.20140054","American Economic Journal: Microeconomics"
"403","10.1257/mic.20140031","When Is It Optimal to Delegate: The Theory of Fast-Track Authority","Levent Celik and Bilgehan Karabay and John McLaren","2015","7","3","https://doi.org/10.1257/mic.20140031","American Economic Journal: Microeconomics"
"404","10.1257/mic.20130117","Harsanyi{\textquotesingle}s Aggregation Theorem with Incomplete Preferences","Eric Danan and Thibault Gajdos and Jean-Marc Tallon","2015","7","1","https://doi.org/10.1257/mic.20130117","American Economic Journal: Microeconomics"
"405","10.1257/mic.20100029","A Continuous-Time Model of Multilateral Bargaining","Attila Ambrus and Shih En Lu","2015","7","1","https://doi.org/10.1257/mic.20100029","American Economic Journal: Microeconomics"
"406","10.1257/mic.20130055","Mobility and Conflict","Sourav Bhattacharya and Joyee Deb and Tapas Kundu","2015","7","1","https://doi.org/10.1257/mic.20130055","American Economic Journal: Microeconomics"
"407","10.1257/mic.20140173","Mechanisms for Repeated Trade","Andrzej Skrzypacz and Juuso Toikka","2015","7","4","https://doi.org/10.1257/mic.20140173","American Economic Journal: Microeconomics"
"408","10.1257/mic.20140038","Majority Rule and Utilitarian Welfare","Vijay Krishna and John Morgan","2015","7","4","https://doi.org/10.1257/mic.20140038","American Economic Journal: Microeconomics"
"409","10.1257/mic.20140056","Achieving Cooperation under Privacy Concerns","Wioletta Dziuda and Ronen Gradwohl","2015","7","3","https://doi.org/10.1257/mic.20140056","American Economic Journal: Microeconomics"
"410","10.1257/mic.20130111","Formal Contracts, Relational Contracts, and the Threat-Point Effect","Hideshi Itoh and Hodaka Morita","2015","7","3","https://doi.org/10.1257/mic.20130111","American Economic Journal: Microeconomics"
"411","10.1257/mic.20130027","Searching for a Bargain: Power of Strategic Commitment","Sel{\c{c}}uk Özyurt","2015","7","1","https://doi.org/10.1257/mic.20130027","American Economic Journal: Microeconomics"
"412","10.1257/mic.20130272","Two-Sided Matching with Endogenous Preferences","Yair Antler","2015","7","3","https://doi.org/10.1257/mic.20130272","American Economic Journal: Microeconomics"
"413","10.1257/mic.20130250","Subjective Evaluations: Discretionary Bonuses and Feedback Credibility","William Fuchs","2015","7","1","https://doi.org/10.1257/mic.20130250","American Economic Journal: Microeconomics"
"414","10.1257/mic.20130146","Learning from Others? Decision Rights, Strategic Communication, and Reputational Concerns","Otto H. Swank and Bauke Visser","2015","7","4","https://doi.org/10.1257/mic.20130146","American Economic Journal: Microeconomics"
"415","10.1257/mic.20140011","Beneficial Long Communication in the Multiplayer Electronic Mail Game","Kris De Jaegher","2015","7","4","https://doi.org/10.1257/mic.20140011","American Economic Journal: Microeconomics"
"416","10.1257/mic.20130168","Pricing and Efficiency in the Market for {IP} Addresses","Benjamin Edelman and Michael Schwarz","2015","7","3","https://doi.org/10.1257/mic.20130168","American Economic Journal: Microeconomics"
"417","10.1257/mic.20130188","Evolution of Impatience: The Example of the Farmer-Sheriff Game","David K. Levine and Salvatore Modica and Federico Weinschelbaum and Felipe Zurita","2015","7","3","https://doi.org/10.1257/mic.20130188","American Economic Journal: Microeconomics"
"418","10.1257/mic.20130226","Becoming the Neighbor Bidder: Endogenous Winner's Curse in Dynamic Mechanisms","Alejandro Francetich","2015","7","2","https://doi.org/10.1257/mic.20130226","American Economic Journal: Microeconomics"
"419","10.1257/mic.20130031","Preferences over Equality in the Presence of Costly Income Sorting","Gilat Levy and Ronny Razin","2015","7","2","https://doi.org/10.1257/mic.20130031","American Economic Journal: Microeconomics"
"420","10.1257/mic.20130089","The Core Matchings of Markets with Transfers","Christopher P. Chambers and Federico Echenique","2015","7","1","https://doi.org/10.1257/mic.20130089","American Economic Journal: Microeconomics"
"421","10.1257/mic.6.2.1","Neural Activity Reveals Preferences without Choices","Alec Smith and B. Douglas Bernheim and Colin F. Camerer and Antonio Rangel","2014","6","2","https://doi.org/10.1257/mic.6.2.1","American Economic Journal: Microeconomics"
"422","10.1257/mic.6.2.247","Communication, Renegotiation, and the Scope for Collusion","David J. Cooper and Kai-Uwe Kühn","2014","6","2","https://doi.org/10.1257/mic.6.2.247","American Economic Journal: Microeconomics"
"423","10.1257/mic.6.3.157","Selection into Trade and Wage Inequality","Thomas Sampson","2014","6","3","https://doi.org/10.1257/mic.6.3.157","American Economic Journal: Microeconomics"
"424","10.1257/mic.6.4.180","Hypothetical Thinking and Information Extraction in the Laboratory","Ignacio Esponda and Emanuel Vespa","2014","6","4","https://doi.org/10.1257/mic.6.4.180","American Economic Journal: Microeconomics"
"425","10.1257/mic.6.4.35","Effects of Mergers in Two-Sided Markets: The {US} Radio Industry","Przemys{\l}aw Jeziorski","2014","6","4","https://doi.org/10.1257/mic.6.4.35","American Economic Journal: Microeconomics"
"426","10.1257/mic.6.3.35","Competitive Framing","Ran Spiegler","2014","6","3","https://doi.org/10.1257/mic.6.3.35","American Economic Journal: Microeconomics"
"427","10.1257/mic.6.2.93","Vendettas","Friedel Bolle and Jonathan H.W. Tan and Daniel John Zizzo","2014","6","2","https://doi.org/10.1257/mic.6.2.93","American Economic Journal: Microeconomics"
"428","10.1257/mic.6.4.138","The Control Premium: A Preference for Payoff Autonomy","David Owens and Zachary Grossman and Ryan Fackler","2014","6","4","https://doi.org/10.1257/mic.6.4.138","American Economic Journal: Microeconomics"
"429","10.1257/mic.6.3.59","Asymmetric Contests with Head Starts and Nonmonotonic Costs","Ron Siegel","2014","6","3","https://doi.org/10.1257/mic.6.3.59","American Economic Journal: Microeconomics"
"430","10.1257/mic.6.4.1","Credit Market Speculation and the Cost of Capital","Yeon-Koo Che and Rajiv Sethi","2014","6","4","https://doi.org/10.1257/mic.6.4.1","American Economic Journal: Microeconomics"
"431","10.1257/mic.6.3.203","An Economic Theory of the Evolutionary Emergence of Property Rights","Mukesh Eswaran and Hugh M. Neary","2014","6","3","https://doi.org/10.1257/mic.6.3.203","American Economic Journal: Microeconomics"
"432","10.1257/mic.6.1.258","House Allocation with Overlapping Generations","Morimitsu Kurino","2014","6","1","https://doi.org/10.1257/mic.6.1.258","American Economic Journal: Microeconomics"
"433","10.1257/mic.6.3.106","Vertical Bargaining and Countervailing Power","Alberto Iozzi and Tommaso Valletti","2014","6","3","https://doi.org/10.1257/mic.6.3.106","American Economic Journal: Microeconomics"
"434","10.1257/mic.6.1.91","Detection, Identification, and Estimation of Loss Aversion: Evidence from an Auction Experiment","A. Banerji and Neha Gupta","2014","6","1","https://doi.org/10.1257/mic.6.1.91","American Economic Journal: Microeconomics"
"435","10.1257/mic.6.1.290","The Coordination Value of Monetary Exchange: Experimental Evidence","Gabriele Camera and Marco Casari","2014","6","1","https://doi.org/10.1257/mic.6.1.290","American Economic Journal: Microeconomics"
"436","10.1257/mic.6.2.163","Delay and Deadlines: Freeriding and Information Revelation in Partnerships","Arthur Campbell and Florian Ederer and Johannes Spinnewijn","2014","6","2","https://doi.org/10.1257/mic.6.2.163","American Economic Journal: Microeconomics"
