"","DOI","url","year","month","publisher","volume","number","pages","author","title","journal","key","entry"
"211","10.1257/mac.20150172","https://doi.org/10.1257%2Fmac.20150172","2017","apr","American Economic Association","9","2","256--273","Pedro Gomis-Porqueras and Timothy Kam and Christopher Waller","Nominal Exchange Rate Determinacy under the Threat of Currency Counterfeiting","American Economic Journal: Macroeconomics","Gomis_Porqueras_2017","article"
"212","10.1257/app.20150213","https://doi.org/10.1257%2Fapp.20150213","2016","oct","American Economic Association","8","4","36--65","Avraham Ebenstein and Victor Lavy and Sefi Roth","The Long-Run Economic Consequences of High-Stakes Examinations: Evidence from Transitory Variation in Pollution","American Economic Journal: Applied Economics","Ebenstein_2016","article"
"213","10.1257/app.20150517","https://doi.org/10.1257%2Fapp.20150517","2017","jul","American Economic Association","9","3","36--69","Toman Barsbai and Hillel Rapoport and Andreas Steinmayr and Christoph Trebesch","The Effect of Labor Migration on the Diffusion of Democracy: Evidence from a Former Soviet Republic","American Economic Journal: Applied Economics","Barsbai_2017","article"
"214","10.1257/app.20160008","https://doi.org/10.1257%2Fapp.20160008","2017","apr","American Economic Association","9","2","202--218","Raymond Fisman and Yongxiang Wang","The Distortionary Effects of Incentives in Government: Evidence from China{\textquotesingle}s {\textquotedblleft}Death Ceiling{\textquotedblright} Program","American Economic Journal: Applied Economics","Fisman_2017","article"
"215","10.1257/app.20160079","https://doi.org/10.1257%2Fapp.20160079","2017","oct","American Economic Association","9","4","186--215","Guojun He and Shaoda Wang","Do College Graduates Serving as Village Officials Help Rural China?","American Economic Journal: Applied Economics","He_2017","article"
"216","10.1257/app.20160121","https://doi.org/10.1257%2Fapp.20160121","2017","jul","American Economic Association","9","3","152--190","Conrad Miller","The Persistent Effect of Temporary Affirmative Action","American Economic Journal: Applied Economics","Miller_2017","article"
"217","10.1257/app.20150090","https://doi.org/10.1257%2Fapp.20150090","2017","jan","American Economic Association","9","1","140--164","Luc Behaghel and Cl{\'{e}}ment de Chaisemartin and Marc Gurgand","Ready for Boarding? The Effects of a Boarding School for Disadvantaged Students","American Economic Journal: Applied Economics","Behaghel_2017","article"
"218","10.1257/mac.20130057","https://doi.org/10.1257%2Fmac.20130057","2015","jul","American Economic Association","7","3","259--294","Alessio Moro","Structural Change, Growth, and Volatility","American Economic Journal: Macroeconomics","Moro_2015","article"
"219","10.1257/mac.20140274","https://doi.org/10.1257%2Fmac.20140274","2016","apr","American Economic Association","8","2","182--214","Marios Karabarbounis","A Road Map for Efficiently Taxing Heterogeneous Agents","American Economic Journal: Macroeconomics","Karabarbounis_2016","article"
"220","10.1257/mac.20150074","https://doi.org/10.1257%2Fmac.20150074","2016","jul","American Economic Association","8","3","113--144","Emi Nakamura and J{\'{o}}n Steinsson and Miao Liu","Are Chinese Growth and Inflation Too Smooth? Evidence from Engel Curves","American Economic Journal: Macroeconomics","Nakamura_2016","article"
"221","10.1257/mac.20130326","https://doi.org/10.1257%2Fmac.20130326","2017","apr","American Economic Association","9","2","149--181","Yuliya Demyanyk and Dmytro Hryshko and Mar{\'{\i}}a Jose Luengo-Prado and Bent E. S{\o}rensen","Moving to a Job: The Role of Home Equity, Debt, and Access to Credit","American Economic Journal: Macroeconomics","Demyanyk_2017","article"
"222","10.1257/mac.20150179","https://doi.org/10.1257%2Fmac.20150179","2017","jan","American Economic Association","9","1","205--242","Charles T. Carlstrom and Timothy S. Fuerst and Matthias Paustian","Targeting Long Rates in a Model with Segmented Markets","American Economic Journal: Macroeconomics","Carlstrom_2017","article"
"223","10.1257/mac.20150216","https://doi.org/10.1257%2Fmac.20150216","2017","oct","American Economic Association","9","4","45--90","Rudolfs Bems and Robert C. Johnson","Demand for Value Added and Value-Added Exchange Rates","American Economic Journal: Macroeconomics","Bems_2017","article"
"224","10.1257/mac.20150250","https://doi.org/10.1257%2Fmac.20150250","2017","jan","American Economic Association","9","1","1--39","Emi Nakamura and Dmitriy Sergeyev and J{\'{o}}n Steinsson","Growth-Rate and Uncertainty Shocks in Consumption: Cross-Country Evidence","American Economic Journal: Macroeconomics","Nakamura_2017","article"
"225","10.1257/mac.20140097","https://doi.org/10.1257%2Fmac.20140097","2015","jan","American Economic Association","7","1","168--196","Marco Del Negro and Marc P. Giannoni and Frank Schorfheide","Inflation in the Great Recession and New Keynesian Models","American Economic Journal: Macroeconomics","Del_Negro_2015","article"
"226","10.1257/mac.20130322","https://doi.org/10.1257%2Fmac.20130322","2015","apr","American Economic Association","7","2","1--39","Zheng Song and Kjetil Storesletten and Yikai Wang and Fabrizio Zilibotti","Sharing High Growth across Generations: Pensions and Demographic Transition in China","American Economic Journal: Macroeconomics","Song_2015","article"
"227","10.1257/mac.6.4.84","https://doi.org/10.1257%2Fmac.6.4.84","2014","oct","American Economic Association","6","4","84--106","Kanishka Misra and Paolo Surico","Consumption, Income Changes, and Heterogeneity: Evidence from Two Fiscal Stimulus Programs","American Economic Journal: Macroeconomics","Misra_2014","article"
"228","10.1257/mac.6.4.107","https://doi.org/10.1257%2Fmac.6.4.107","2014","oct","American Economic Association","6","4","107--136","Tullio Jappelli and Luigi Pistaferri","Fiscal Policy and {MPC} Heterogeneity","American Economic Journal: Macroeconomics","Jappelli_2014","article"
"229","10.1257/mac.6.4.209","https://doi.org/10.1257%2Fmac.6.4.209","2014","oct","American Economic Association","6","4","209--245","Diego Comin and Norman Loayza and Farooq Pasha and Luis Serven","Medium Term Business Cycles in Developing Countries","American Economic Journal: Macroeconomics","Comin_2014","article"
"230","10.1257/mac.6.4.291","https://doi.org/10.1257%2Fmac.6.4.291","2014","oct","American Economic Association","6","4","291--323","Silvia Ardagna and Francesco Caselli","The Political Economy of the Greek Debt Crisis: A Tale of Two Bailouts","American Economic Journal: Macroeconomics","Ardagna_2014","article"
"231","10.1257/mac.6.3.153","https://doi.org/10.1257%2Fmac.6.3.153","2014","jul","American Economic Association","6","3","153--183","Julian di Giovanni and Andrei A. Levchenko and Jing Zhang","The Global Welfare Impact of China: Trade Integration and Technological Change","American Economic Journal: Macroeconomics","di_Giovanni_2014","article"
"232","10.1257/mac.6.1.32","https://doi.org/10.1257%2Fmac.6.1.32","2014","jan","American Economic Association","6","1","32--69","Zheng Liu and Pengfei Wang","Credit Constraints and Self-Fulfilling Business Cycles","American Economic Journal: Macroeconomics","Liu_2014","article"
"233","10.1257/mac.6.1.70","https://doi.org/10.1257%2Fmac.6.1.70","2014","jan","American Economic Association","6","1","70--101","Alessandro Barattieri and Susanto Basu and Peter Gottschalk","Some Evidence on the Importance of Sticky Wages","American Economic Journal: Macroeconomics","Barattieri_2014","article"
"234","10.1257/mac.5.2.217","https://doi.org/10.1257%2Fmac.5.2.217","2013","apr","American Economic Association","5","2","217--249","Rüdiger Bachmann and Steffen Elstner and Eric R Sims","Uncertainty and Economic Activity: Evidence from Business Survey Data","American Economic Journal: Macroeconomics","Bachmann_2013","article"
"235","10.1257/mac.5.1.49","https://doi.org/10.1257%2Fmac.5.1.49","2013","jan","American Economic Association","5","1","49--80","Anca M Cotet and Kevin K Tsui","Oil and Conflict: What Does the Cross Country Evidence Really Show?","American Economic Journal: Macroeconomics","Cotet_2013","article"
"236","10.1257/mac.5.4.1","https://doi.org/10.1257%2Fmac.5.4.1","2013","oct","American Economic Association","5","4","1--28","Christiane Baumeister and Gert Peersman","Time-Varying Effects of Oil Supply Shocks on the {US} Economy","American Economic Journal: Macroeconomics","Baumeister_2013","article"
"237","10.1257/mac.5.3.35","https://doi.org/10.1257%2Fmac.5.3.35","2013","jul","American Economic Association","5","3","35--74","Emi Nakamura and J{\'{o}}n Steinsson and Robert Barro and Jos{\'{e}} Urs{\'{u}}a","Crises and Recoveries in an Empirical Model of Consumption Disasters","American Economic Journal: Macroeconomics","Nakamura_2013","article"
"238","10.1257/mac.5.2.1","https://doi.org/10.1257%2Fmac.5.2.1","2013","apr","American Economic Association","5","2","1--31","Alejandro Justiniano and Giorgio E Primiceri and Andrea Tambalotti","Is there a Trade-Off between Inflation and Output Stabilization?","American Economic Journal: Macroeconomics","Justiniano_2013","article"
"239","10.1257/mac.5.1.135","https://doi.org/10.1257%2Fmac.5.1.135","2013","jan","American Economic Association","5","1","135--167","Mariassunta Giannetti and Andrei Simonov","On the Real Effects of Bank Bailouts: Micro Evidence from Japan","American Economic Journal: Macroeconomics","Giannetti_2013","article"
"240","10.1257/mac.5.1.1","https://doi.org/10.1257%2Fmac.5.1.1","2013","jan","American Economic Association","5","1","1--48","Michael W. L Elsby and Ryan Michaels","Marginal Jobs, Heterogeneous Firms, and Unemployment Flows","American Economic Journal: Macroeconomics","Elsby_2013","article"
"241","10.1257/mac.5.1.193","https://doi.org/10.1257%2Fmac.5.1.193","2013","jan","American Economic Association","5","1","193--221","Nicolas Petrosky-Nadeau and Etienne Wasmer","The Cyclical Volatility of Labor Markets under Frictional Financial Markets","American Economic Journal: Macroeconomics","Petrosky_Nadeau_2013","article"
"242","10.1257/mac.5.4.179","https://doi.org/10.1257%2Fmac.5.4.179","2013","oct","American Economic Association","5","4","179--204","Paola Giuliano and Prachi Mishra and Antonio Spilimbergo","Democracy and Reforms: Evidence from a New Dataset","American Economic Journal: Macroeconomics","Giuliano_2013","article"
"243","10.1257/mac.5.3.1","https://doi.org/10.1257%2Fmac.5.3.1","2013","jul","American Economic Association","5","3","1--34","Fran{\c{c}}ois Gourio","Credit Risk and Disaster Risk","American Economic Journal: Macroeconomics","Gourio_2013","article"
"244","10.1257/mac.5.2.72","https://doi.org/10.1257%2Fmac.5.2.72","2013","apr","American Economic Association","5","2","72--117","Fernando Parro","Capital-Skill Complementarity and the Skill Premium in a Quantitative Model of Trade","American Economic Journal: Macroeconomics","Parro_2013","article"
"245","10.1257/mac.5.1.168","https://doi.org/10.1257%2Fmac.5.1.168","2013","jan","American Economic Association","5","1","168--192","Kelly S Ragan","Taxes and Time Use: Fiscal Policy in a Household Production Model","American Economic Journal: Macroeconomics","Ragan_2013","article"
"246","10.1257/mac.5.4.29","https://doi.org/10.1257%2Fmac.5.4.29","2013","oct","American Economic Association","5","4","29--67","Rüdiger Bachmann and Ricardo J. Caballero and Eduardo M. R. A. Engel","Aggregate Implications of Lumpy Investment: New Evidence and a {DSGE} Model","American Economic Journal: Macroeconomics","Bachmann_2013","article"
"247","10.1257/mac.5.3.152","https://doi.org/10.1257%2Fmac.5.3.152","2013","jul","American Economic Association","5","3","152--189","Eric van Wincoop","International Contagion through Leveraged Financial Institutions","American Economic Journal: Macroeconomics","Wincoop_2013","article"
"248","10.1257/mac.5.3.229","https://doi.org/10.1257%2Fmac.5.3.229","2013","jul","American Economic Association","5","3","229--262","Philippe Bacchetta and Kenza Benhima and Yannick Kalantzis","Capital Controls with International Reserve Accumulation: Can this Be Optimal?","American Economic Journal: Macroeconomics","Bacchetta_2013","article"
"249","10.1257/mac.5.4.205","https://doi.org/10.1257%2Fmac.5.4.205","2013","oct","American Economic Association","5","4","205--235","Timothy Besley and Ethan Ilzetzki and Torsten Persson","Weak States and Steady States: The Dynamics of Fiscal Capacity","American Economic Journal: Macroeconomics","Besley_2013","article"
"250","10.1257/mac.5.4.141","https://doi.org/10.1257%2Fmac.5.4.141","2013","oct","American Economic Association","5","4","141--178","Patrick F{\`{e}}ve and Julien Matheron and Jean-Guillaume Sahuc","A Pitfall with Estimated {DSGE}-Based Government Spending Multipliers","American Economic Journal: Macroeconomics","F_ve_2013","article"
"251","10.1257/mac.5.3.190","https://doi.org/10.1257%2Fmac.5.3.190","2013","jul","American Economic Association","5","3","190--228","David Cook and Michael B Devereux","Sharing the Burden: Monetary and Fiscal Responses to a World Liquidity Trap","American Economic Journal: Macroeconomics","Cook_2013","article"
"252","10.1257/mac.5.2.118","https://doi.org/10.1257%2Fmac.5.2.118","2013","apr","American Economic Association","5","2","118--151","Stefania Garetto","Input Sourcing and Multinational Production","American Economic Journal: Macroeconomics","Garetto_2013","article"
"253","10.1257/mac.5.1.102","https://doi.org/10.1257%2Fmac.5.1.102","2013","jan","American Economic Association","5","1","102--134","Tiago C Berriel and Saroj Bhattarai","Hedging Against the Government: A Solution to the Home Asset Bias Puzzle","American Economic Journal: Macroeconomics","Berriel_2013","article"
"254","10.1257/mac.5.1.81","https://doi.org/10.1257%2Fmac.5.1.81","2013","jan","American Economic Association","5","1","81--101","Nicolas L Ziebarth","Identifying the Effects of Bank Failures from a Natural Experiment in Mississippi during the Great Depression","American Economic Journal: Macroeconomics","Ziebarth_2013","article"
"255","10.1257/mac.5.4.107","https://doi.org/10.1257%2Fmac.5.4.107","2013","oct","American Economic Association","5","4","107--140","Tobias Broer","The Wrong Shape of Insurance? What Cross-Sectional Distributions Tell Us about Models of Consumption Smoothing","American Economic Journal: Macroeconomics","Broer_2013","article"
"256","10.1257/mac.5.3.75","https://doi.org/10.1257%2Fmac.5.3.75","2013","jul","American Economic Association","5","3","75--84","Matthieu Bussi{\`{e}}re and Jean Imbs and Robert Kollmann and Romain Ranci{\`{e}}re","The Financial Crisis: Lessons for International Macroeconomics","American Economic Journal: Macroeconomics","Bussi_re_2013","article"
"257","10.1257/mac.5.4.68","https://doi.org/10.1257%2Fmac.5.4.68","2013","oct","American Economic Association","5","4","68--106","Kenza Benhima and Baptiste Massenot","Safety Traps","American Economic Journal: Macroeconomics","Benhima_2013","article"
"258","10.1257/mac.5.2.187","https://doi.org/10.1257%2Fmac.5.2.187","2013","apr","American Economic Association","5","2","187--216","Stefano Gnocchi","Monetary Commitment and Fiscal Discretion: The Optimal Policy Mix","American Economic Journal: Macroeconomics","Gnocchi_2013","article"
"259","10.1257/mac.4.3.66","https://doi.org/10.1257%2Fmac.4.3.66","2012","jul","American Economic Association","4","3","66--95","Melissa Dell and Benjamin F Jones and Benjamin A Olken","Temperature Shocks and Economic Growth: Evidence from the Last Half Century","American Economic Journal: Macroeconomics","Dell_2012","article"
"260","10.1257/mac.4.1.226","https://doi.org/10.1257%2Fmac.4.1.226","2012","jan","American Economic Association","4","1","226--265","Pierre-Olivier Gourinchas and Maurice Obstfeld","Stories of the Twentieth Century for the Twenty-First","American Economic Journal: Macroeconomics","Gourinchas_2012","article"
"261","10.1257/mac.4.1.22","https://doi.org/10.1257%2Fmac.4.1.22","2012","jan","American Economic Association","4","1","22--68","Günter Coenen and Christopher J Erceg and Charles Freedman and Davide Furceri and Michael Kumhof and Ren{\'{e}} Lalonde and Douglas Laxton and Jesper Lind{\'{e}} and Annabelle Mourougane and Dirk Muir and Susanna Mursula and Carlos de Resende and John Roberts and Werner Roeger and Stephen Snudden and Mathias Trabandt and Jan in{\textquotesingle}t Veld","Effects of Fiscal Stimulus in Structural Models","American Economic Journal: Macroeconomics","Coenen_2012","article"
"262","10.1257/mac.4.1.105","https://doi.org/10.1257%2Fmac.4.1.105","2012","jan","American Economic Association","4","1","105--143","Glenn D Rudebusch and Eric T Swanson","The Bond Premium in a {DSGE} Model with Long-Run Real and Nominal Risks","American Economic Journal: Macroeconomics","Rudebusch_2012","article"
"263","10.1257/mac.4.2.133","https://doi.org/10.1257%2Fmac.4.2.133","2012","apr","American Economic Association","4","2","133--152","Anabela Carneiro and Paulo Guimar{\~{a}}es and Pedro Portugal","Real Wages and the Business Cycle: Accounting for Worker, Firm, and Job Title Heterogeneity","American Economic Journal: Macroeconomics","Carneiro_2012","article"
"264","10.1257/mac.4.2.184","https://doi.org/10.1257%2Fmac.4.2.184","2012","apr","American Economic Association","4","2","184--217","Viral V Acharya and Denis Gromb and Tanju Yorulmazer","Imperfect Competition in the Interbank Market for Liquidity as a Rationale for Central Banking","American Economic Journal: Macroeconomics","Acharya_2012","article"
"265","10.1257/mac.4.4.126","https://doi.org/10.1257%2Fmac.4.4.126","2012","oct","American Economic Association","4","4","126--162","Olivier Coibion and Yuriy Gorodnichenko","Why Are Target Interest Rate Changes so Persistent?","American Economic Journal: Macroeconomics","Coibion_2012","article"
"266","10.1257/mac.4.4.1","https://doi.org/10.1257%2Fmac.4.4.1","2012","oct","American Economic Association","4","4","1--35","Philippe Martin and Thierry Mayer and Mathias Thoenig","The Geography of Conflicts and Regional Trade Agreements","American Economic Journal: Macroeconomics","Martin_2012","article"
"267","10.1257/mac.4.1.1","https://doi.org/10.1257%2Fmac.4.1.1","2012","jan","American Economic Association","4","1","1--21","Stephen Morris and Hyun Song Shin","Contagious Adverse Selection","American Economic Journal: Macroeconomics","Morris_2012","article"
"268","10.1257/mac.4.1.266","https://doi.org/10.1257%2Fmac.4.1.266","2012","jan","American Economic Association","4","1","266--282","Anil K Kashyap and Jeremy C Stein","The Optimal Conduct of Monetary Policy with Interest on Reserves","American Economic Journal: Macroeconomics","Kashyap_2012","article"
"269","10.1257/mac.4.4.56","https://doi.org/10.1257%2Fmac.4.4.56","2012","oct","American Economic Association","4","4","56--67","Robert E Hall and Alan B Krueger","Evidence on the Incidence of Wage Posting, Wage Bargaining, and On-the-Job Search","American Economic Journal: Macroeconomics","Hall_2012","article"
"270","10.1257/mac.4.3.184","https://doi.org/10.1257%2Fmac.4.3.184","2012","jul","American Economic Association","4","3","184--221","Pengfei Wang and Yi Wen","Speculative Bubbles and Financial Crises","American Economic Journal: Macroeconomics","Wang_2012","article"
"271","10.1257/mac.4.3.33","https://doi.org/10.1257%2Fmac.4.3.33","2012","jul","American Economic Association","4","3","33--65","Cosmin Ilut","Ambiguity Aversion: Implications for the Uncovered Interest Rate Parity Puzzle","American Economic Journal: Macroeconomics","Ilut_2012","article"
"272","10.1257/mac.4.3.153","https://doi.org/10.1257%2Fmac.4.3.153","2012","jul","American Economic Association","4","3","153--183","Kartik Athreya and Xuan S Tam and Eric R Young","A Quantitative Theory of Information and Unsecured Credit","American Economic Journal: Macroeconomics","Athreya_2012","article"
"273","10.1257/mac.4.2.1","https://doi.org/10.1257%2Fmac.4.2.1","2012","apr","American Economic Association","4","2","1--32","Olivier Coibion","Are the Effects of Monetary Policy Shocks Big or Small?","American Economic Journal: Macroeconomics","Coibion_2012","article"
"274","10.1257/mac.4.2.65","https://doi.org/10.1257%2Fmac.4.2.65","2012","apr","American Economic Association","4","2","65--101","Sergey Slobodyan and Raf Wouters","Learning in a Medium-Scale {DSGE} Model with Expectations Based on Small Forecasting Models","American Economic Journal: Macroeconomics","Slobodyan_2012","article"
"275","10.1257/mac.4.4.36","https://doi.org/10.1257%2Fmac.4.4.36","2012","oct","American Economic Association","4","4","36--55","Pedro S Martins and Gary Solon and Jonathan P Thomas","Measuring What Employers Do about Entry Wages over the Business Cycle: A New Approach","American Economic Journal: Macroeconomics","Martins_2012","article"
"276","10.1257/mac.4.4.68","https://doi.org/10.1257%2Fmac.4.4.68","2012","oct","American Economic Association","4","4","68--93","Shigeru Fujita and Garey Ramey","Exogenous versus Endogenous Separation","American Economic Journal: Macroeconomics","Fujita_2012","article"
"277","10.1257/mac.4.3.1","https://doi.org/10.1257%2Fmac.4.3.1","2012","jul","American Economic Association","4","3","1--32","Herv{\'{e}} Le Bihan and J{\'{e}}r{\'{e}}mi Montorn{\`{e}}s and Thomas Heckel","Sticky Wages: Evidence from Quarterly Microeconomic Data","American Economic Journal: Macroeconomics","Bihan_2012","article"
"278","10.1257/mac.4.1.144","https://doi.org/10.1257%2Fmac.4.1.144","2012","jan","American Economic Association","4","1","144--189","Pierpaolo Benigno and Salvatore Nistic{\`{o}}","International Portfolio Allocation under Model Uncertainty","American Economic Journal: Macroeconomics","Benigno_2012","article"
"279","10.1257/mac.4.4.94","https://doi.org/10.1257%2Fmac.4.4.94","2012","oct","American Economic Association","4","4","94--125","Chadi S Abdallah and William D Lastrapes","Home Equity Lending and Retail Spending: Evidence from a Natural Experiment in Texas","American Economic Journal: Macroeconomics","Abdallah_2012","article"
"280","10.1257/mac.4.3.128","https://doi.org/10.1257%2Fmac.4.3.128","2012","jul","American Economic Association","4","3","128--152","Fabio M{\'{e}}ndez and Facundo Sep{\'{u}}lveda","The Cyclicality of Skill Acquisition: Evidence from Panel Data","American Economic Journal: Macroeconomics","M_ndez_2012","article"
"281","10.1257/mac.4.2.33","https://doi.org/10.1257%2Fmac.4.2.33","2012","apr","American Economic Association","4","2","33--64","Charles L Weise","Political Pressures on Monetary Policy During the {US} Great Inflation","American Economic Journal: Macroeconomics","Weise_2012","article"
"282","10.1257/mac.4.2.102","https://doi.org/10.1257%2Fmac.4.2.102","2012","apr","American Economic Association","4","2","102--132","Anusha Chari and Peter Blair Henry and Diego Sasson","Capital Market Integration and Wages","American Economic Journal: Macroeconomics","Chari_2012","article"
"283","10.1257/mac.4.4.163","https://doi.org/10.1257%2Fmac.4.4.163","2012","oct","American Economic Association","4","4","163--197","Pavel {\v{S}}ev{\v{c}}{\'{\i}}k","Financial Contracts and the Political Economy of Investor Protection","American Economic Journal: Macroeconomics","_ev_k_2012","article"
"284","10.1257/mac.4.2.218","https://doi.org/10.1257%2Fmac.4.2.218","2012","apr","American Economic Association","4","2","218--248","Marek Kapic{\textasciibreve}ka","How Important is Technology Capital for the United States?","American Economic Journal: Macroeconomics","Kapic_ka_2012","article"
"285","10.1257/mac.4.1.69","https://doi.org/10.1257%2Fmac.4.1.69","2012","jan","American Economic Association","4","1","69--104","Antje Berndt and Hanno Lustig and {\c{S}}evin Yeltekin","How Does The {US} Government Finance Fiscal Shocks?","American Economic Journal: Macroeconomics","Berndt_2012","article"
"286","10.1257/mac.4.2.153","https://doi.org/10.1257%2Fmac.4.2.153","2012","apr","American Economic Association","4","2","153--183","Andr{\'{e}} C Silva","Rebalancing Frequency and the Welfare Cost of Inflation","American Economic Journal: Macroeconomics","Silva_2012","article"
"287","10.1257/mic.20150121","https://doi.org/10.1257%2Fmic.20150121","2017","feb","American Economic Association","9","1","275--314","Rahul Deb and Mallesh M. Pai","Discrimination via Symmetric Auctions","American Economic Journal: Microeconomics","Deb_2017","article"
"288","10.1257/mic.20140283","https://doi.org/10.1257%2Fmic.20140283","2017","may","American Economic Association","9","2","54--75","Ignacio Esponda and Demian Pouzo","Conditional Retrospective Voting in Large Elections","American Economic Journal: Microeconomics","Esponda_2017","article"
"289","10.1257/mic.20150349","https://doi.org/10.1257%2Fmic.20150349","2017","may","American Economic Association","9","2","95--138","Scott Ashworth and Ethan Bueno de Mesquita and Amanda Friedenberg","Accountability and Information in Elections","American Economic Journal: Microeconomics","Ashworth_2017","article"
"290","10.1257/mic.20160218","https://doi.org/10.1257%2Fmic.20160218","2017","nov","American Economic Association","9","4","171--202","Mostafa Beshkar and Eric W. Bond","Cap and Escape in Trade Agreements","American Economic Journal: Microeconomics","Beshkar_2017","article"
"291","10.1257/mic.20150236","https://doi.org/10.1257%2Fmic.20150236","2017","aug","American Economic Association","9","3","126--147","Christopher P. Chambers and M. Bumin Yenmez","Choice and Matching","American Economic Journal: Microeconomics","Chambers_2017","article"
"292","10.1257/mic.20140276","https://doi.org/10.1257%2Fmic.20140276","2017","aug","American Economic Association","9","3","187--212","Markus Kinateder and Luca Paolo Merlino","Public Goods in Endogenous Networks","American Economic Journal: Microeconomics","Kinateder_2017","article"
"293","10.1257/mic.20150139","https://doi.org/10.1257%2Fmic.20150139","2017","may","American Economic Association","9","2","149--187","Robert W. Staiger and Alan O. Sykes","How Important Can the Non-Violation Clause Be for the {GATT}/{WTO}?","American Economic Journal: Microeconomics","Staiger_2017","article"
"294","10.1257/mic.20140280","https://doi.org/10.1257%2Fmic.20140280","2017","feb","American Economic Association","9","1","63--87","Tommy Staahl Gabrielsen and Bj{\o}rn Olav Johansen","Resale Price Maintenance with Secret Contracts and Retail Service Externalities","American Economic Journal: Microeconomics","Gabrielsen_2017","article"
"295","10.1257/mic.20150183","https://doi.org/10.1257%2Fmic.20150183","2017","feb","American Economic Association","9","1","88--122","Francis Bloch and David Cantala","Dynamic Assignment of Objects to Queuing Agents","American Economic Journal: Microeconomics","Bloch_2017","article"
"296","10.1257/mic.20150003","https://doi.org/10.1257%2Fmic.20150003","2017","feb","American Economic Association","9","1","315--351","Jay Pil Choi and Heiko Gerlach","A Theory of Patent Portfolios","American Economic Journal: Microeconomics","Choi_2017","article"
"297","10.1257/mic.20160305","https://doi.org/10.1257%2Fmic.20160305","2017","nov","American Economic Association","9","4","203--244","Cheng Chen","Management Quality and Firm Hierarchy in Industry Equilibrium","American Economic Journal: Microeconomics","Chen_2017","article"
"298","10.1257/mic.20160079","https://doi.org/10.1257%2Fmic.20160079","2017","nov","American Economic Association","9","4","245--276","Marianna Belloc and Samuel Bowles","Persistence and Change in Culture and Institutions under Autarchy, Trade, and Factor Mobility","American Economic Journal: Microeconomics","Belloc_2017","article"
"299","10.1257/mic.20140189","https://doi.org/10.1257%2Fmic.20140189","2017","aug","American Economic Association","9","3","28--62","Kala Krishna and Yelena Sheveleva","Wheat or Strawberries? Intermediated Trade with Limited Contracting","American Economic Journal: Microeconomics","Krishna_2017","article"
"300","10.1257/mic.20150299","https://doi.org/10.1257%2Fmic.20150299","2017","aug","American Economic Association","9","3","63--99","Daniel Garcia and Jun Honda and Maarten Janssen","The Double Diamond Paradox","American Economic Journal: Microeconomics","Garcia_2017","article"
"301","10.1257/mic.20160200","https://doi.org/10.1257%2Fmic.20160200","2017","aug","American Economic Association","9","3","148--186","Catherine Bobtcheff and Raphaël Levy","More Haste, Less Speed? Signaling through Investment Timing","American Economic Journal: Microeconomics","Bobtcheff_2017","article"
"302","10.1257/mic.20150325","https://doi.org/10.1257%2Fmic.20150325","2017","aug","American Economic Association","9","3","213--244","Alessandro Lizzeri and Leeat Yariv","Collective Self-Control","American Economic Journal: Microeconomics","Lizzeri_2017","article"
"303","10.1257/mic.20150298","https://doi.org/10.1257%2Fmic.20150298","2017","may","American Economic Association","9","2","1--32","Ying Chen and Hülya Eraslan","Dynamic Agenda Setting","American Economic Journal: Microeconomics","Chen_2017","article"
"304","10.1257/mic.20150295","https://doi.org/10.1257%2Fmic.20150295","2017","may","American Economic Association","9","2","139--148","E. Glen Weyl and Andr{\'{e}} Veiga","Pricing Institutions and the Welfare Cost of Adverse Selection","American Economic Journal: Microeconomics","Weyl_2017","article"
"305","10.1257/mic.20160124","https://doi.org/10.1257%2Fmic.20160124","2017","may","American Economic Association","9","2","226--262","Masahiro Goto and Fuhito Kojima and Ryoji Kurata and Akihisa Tamura and Makoto Yokoo","Designing Matching Mechanisms under General Distributional Constraints","American Economic Journal: Microeconomics","Goto_2017","article"
"306","10.1257/mic.20160082","https://doi.org/10.1257%2Fmic.20160082","2017","feb","American Economic Association","9","1","1--30","Nicole Immorlica and Rachel Kranton and Mihai Manea and Greg Stoddard","Social Status in Networks","American Economic Journal: Microeconomics","Immorlica_2017","article"
"307","10.1257/mic.20150031","https://doi.org/10.1257%2Fmic.20150031","2017","feb","American Economic Association","9","1","31--62","Eric W. Bond and Kamal Saggi","Bargaining over Entry with a Compulsory License Deadline: Price Spillovers and Surplus Expansion","American Economic Journal: Microeconomics","Bond_2017","article"
"308","10.1257/mic.20150138","https://doi.org/10.1257%2Fmic.20150138","2017","feb","American Economic Association","9","1","217--241","Jin Li and Niko Matouschek and Michael Powell","Power Dynamics in Organizations","American Economic Journal: Microeconomics","Li_2017","article"
"309","10.1257/mic.20150201","https://doi.org/10.1257%2Fmic.20150201","2017","nov","American Economic Association","9","4","1--41","Charles R. Plott and Kirill Pogorelskiy","Call Market Experiments: Efficiency and Price Discovery through Multiple Calls and Emergent Newton Adjustments","American Economic Journal: Microeconomics","Plott_2017","article"
"310","10.1257/mic.20140182","https://doi.org/10.1257%2Fmic.20140182","2017","nov","American Economic Association","9","4","42--73","Maciej H. Kotowski and Richard J. Zeckhauser","If Many Seek, Ye Shall Find: Search Externalities and New Goods","American Economic Journal: Microeconomics","Kotowski_2017","article"
